threshold,window_start,gateway_windows,batch_latency_ms,latency_ms_per_gateway_window
0.1,2020-08-25 21:15:00+00:00,2,6.4195,3.20975
0.1,2020-08-25 21:20:00+00:00,2,3.5045,1.75225
0.1,2020-08-25 21:25:00+00:00,2,3.5464,1.7732
0.1,2020-08-25 21:30:00+00:00,2,3.9274,1.9637
0.1,2020-08-25 21:35:00+00:00,2,4.7054,2.3527
0.1,2020-08-25 21:40:00+00:00,2,3.6615,1.83075
0.1,2020-08-25 21:45:00+00:00,2,3.509,1.7545
0.1,2020-08-25 21:50:00+00:00,2,5.9546,2.9773
0.1,2020-08-25 21:55:00+00:00,2,7.8963,3.94815
0.1,2020-08-25 22:00:00+00:00,2,7.0736,3.5368
0.1,2020-08-25 22:05:00+00:00,2,7.6353,3.81765
0.1,2020-08-25 22:10:00+00:00,2,4.5302,2.2651
0.1,2020-08-25 22:15:00+00:00,3,5.3798,1.7932666666666668
0.1,2020-08-25 22:20:00+00:00,2,6.3385,3.16925
0.1,2020-08-25 22:25:00+00:00,2,3.7656,1.8828
0.1,2020-08-25 22:30:00+00:00,2,4.4312,2.2156
0.1,2020-08-25 22:35:00+00:00,2,6.8476,3.4238
0.1,2020-08-25 22:40:00+00:00,3,6.989,2.3296666666666668
0.1,2020-08-25 22:45:00+00:00,2,7.2797,3.63985
0.1,2020-08-25 22:50:00+00:00,2,7.0325,3.51625
0.1,2020-08-25 22:55:00+00:00,2,6.5419,3.27095
0.1,2020-08-25 23:00:00+00:00,2,6.7239,3.36195
0.1,2020-08-25 23:05:00+00:00,2,3.5007,1.75035
0.1,2020-08-25 23:10:00+00:00,2,3.2563,1.62815
0.1,2020-08-25 23:15:00+00:00,2,3.1779,1.58895
0.1,2020-08-25 23:20:00+00:00,2,5.445,2.7225
0.1,2020-08-25 23:25:00+00:00,2,3.4718,1.7359
0.1,2020-08-25 23:30:00+00:00,2,3.3961,1.69805
0.1,2020-08-25 23:35:00+00:00,2,3.6471,1.82355
0.1,2020-08-25 23:40:00+00:00,2,5.5088,2.7544
0.1,2020-08-25 23:45:00+00:00,2,3.749,1.8745
0.1,2020-08-25 23:50:00+00:00,2,3.4194,1.7097
0.1,2020-08-25 23:55:00+00:00,2,3.3579,1.67895
0.1,2020-08-26 00:00:00+00:00,2,4.9746,2.4873
0.1,2020-08-26 00:05:00+00:00,2,3.5116,1.7558
0.1,2020-08-26 00:10:00+00:00,2,3.2173,1.60865
0.1,2020-08-26 00:15:00+00:00,3,3.3958,1.1319333333333332
0.1,2020-08-26 00:20:00+00:00,2,6.7094,3.3547
0.1,2020-08-26 00:25:00+00:00,2,6.7633,3.38165
0.1,2020-08-26 00:30:00+00:00,2,7.4314,3.7157
0.1,2020-08-26 00:35:00+00:00,2,6.7455,3.37275
0.1,2020-08-26 00:40:00+00:00,2,6.8622,3.4311
0.1,2020-08-26 00:45:00+00:00,2,6.835,3.4175
0.1,2020-08-26 00:50:00+00:00,2,6.3185,3.15925
0.1,2020-08-26 00:55:00+00:00,2,3.8926,1.9463
0.1,2020-08-26 01:00:00+00:00,2,7.8268,3.9134
0.1,2020-08-26 01:05:00+00:00,2,5.8414,2.9207
0.1,2020-08-26 01:10:00+00:00,2,4.1945,2.09725
0.1,2020-08-26 01:15:00+00:00,2,7.1931,3.59655
0.1,2020-08-26 01:20:00+00:00,2,4.7174,2.3587
0.1,2020-08-26 01:25:00+00:00,2,4.3737,2.18685
0.1,2020-08-26 01:30:00+00:00,2,4.3569,2.17845
0.1,2020-08-26 01:35:00+00:00,2,5.0366,2.5183
0.1,2020-08-26 01:40:00+00:00,2,3.4879,1.74395
0.1,2020-08-26 01:45:00+00:00,2,4.9361,2.46805
0.1,2020-08-26 01:50:00+00:00,2,3.6582,1.8291
0.1,2020-08-26 01:55:00+00:00,2,5.8857,2.94285
0.1,2020-08-26 02:00:00+00:00,2,7.0508,3.5254
0.1,2020-08-26 02:05:00+00:00,2,3.6839,1.84195
0.1,2020-08-26 02:10:00+00:00,3,3.6518,1.2172666666666667
0.1,2020-08-26 02:15:00+00:00,3,3.2896,1.0965333333333334
0.1,2020-08-26 02:20:00+00:00,3,5.4162,1.8054
0.1,2020-08-26 02:25:00+00:00,2,5.3766,2.6883
0.1,2020-08-26 02:30:00+00:00,2,3.4956,1.7478
0.1,2020-08-26 02:35:00+00:00,2,3.2198,1.6099
0.1,2020-08-26 02:40:00+00:00,2,5.4704,2.7352
0.1,2020-08-26 02:45:00+00:00,2,4.4805,2.24025
0.1,2020-08-26 02:50:00+00:00,2,3.345,1.6725
0.1,2020-08-26 02:55:00+00:00,2,3.2824,1.6412
0.1,2020-08-26 03:00:00+00:00,2,7.3667,3.68335
0.1,2020-08-26 03:05:00+00:00,2,4.3249,2.16245
0.1,2020-08-26 03:10:00+00:00,2,3.2254,1.6127
0.1,2020-08-26 03:15:00+00:00,2,5.0856,2.5428
0.1,2020-08-26 03:20:00+00:00,2,3.716,1.858
0.1,2020-08-26 03:25:00+00:00,2,3.3345,1.66725
0.1,2020-08-26 03:30:00+00:00,2,3.5107,1.75535
0.1,2020-08-26 03:35:00+00:00,2,4.0939,2.04695
0.1,2020-08-26 03:40:00+00:00,2,7.6453,3.82265
0.1,2020-08-26 03:45:00+00:00,2,6.4059,3.20295
0.1,2020-08-26 03:50:00+00:00,2,5.9395,2.96975
0.1,2020-08-26 03:55:00+00:00,2,3.5048,1.7524
0.1,2020-08-26 04:00:00+00:00,2,3.2448,1.6224
0.1,2020-08-26 04:05:00+00:00,2,3.1885,1.59425
0.1,2020-08-26 04:10:00+00:00,2,7.4273,3.71365
0.1,2020-08-26 04:15:00+00:00,2,47.9692,23.9846
0.1,2020-08-26 04:20:00+00:00,2,4.3702,2.1851
0.1,2020-08-26 04:25:00+00:00,2,3.4029,1.70145
0.1,2020-08-26 04:30:00+00:00,2,3.2528,1.6264
0.1,2020-08-26 04:35:00+00:00,2,7.5897,3.79485
0.1,2020-08-26 04:40:00+00:00,2,3.8002,1.9001
0.1,2020-08-26 04:45:00+00:00,2,3.4378,1.7189
0.1,2020-08-26 04:50:00+00:00,2,5.611,2.8055
0.1,2020-08-26 04:55:00+00:00,2,4.9059,2.45295
0.1,2020-08-26 05:00:00+00:00,2,3.324,1.662
0.1,2020-08-26 05:05:00+00:00,2,3.1978,1.5989
0.1,2020-08-26 05:10:00+00:00,2,5.8298,2.9149
0.1,2020-08-26 05:15:00+00:00,2,3.6555,1.82775
0.1,2020-08-26 05:20:00+00:00,2,3.2632,1.6316
0.1,2020-08-26 05:25:00+00:00,2,3.2089,1.60445
0.1,2020-08-26 05:30:00+00:00,2,4.9744,2.4872
0.1,2020-08-26 05:35:00+00:00,2,3.803,1.9015
0.1,2020-08-26 05:40:00+00:00,2,3.1951,1.59755
0.1,2020-08-26 05:45:00+00:00,2,3.1885,1.59425
0.1,2020-08-26 05:50:00+00:00,2,4.9718,2.4859
0.1,2020-08-26 05:55:00+00:00,2,5.1027,2.55135
0.1,2020-08-26 06:00:00+00:00,2,3.3722,1.6861
0.1,2020-08-26 06:05:00+00:00,2,3.386,1.693
0.1,2020-08-26 06:10:00+00:00,2,6.279,3.1395
0.1,2020-08-26 06:15:00+00:00,2,7.0078,3.5039
0.1,2020-08-26 06:20:00+00:00,2,7.1726,3.5863
0.1,2020-08-26 06:25:00+00:00,2,3.7938,1.8969
0.1,2020-08-26 06:30:00+00:00,2,6.3497,3.17485
0.1,2020-08-26 06:35:00+00:00,2,6.4583,3.22915
0.1,2020-08-26 06:40:00+00:00,2,3.7745,1.88725
0.1,2020-08-26 06:45:00+00:00,2,3.4557,1.72785
0.1,2020-08-26 06:50:00+00:00,2,3.1648,1.5824
0.1,2020-08-26 06:55:00+00:00,2,3.5965,1.79825
0.1,2020-08-26 07:00:00+00:00,2,5.3385,2.66925
0.1,2020-08-26 07:05:00+00:00,2,3.4752,1.7376
0.1,2020-08-26 07:10:00+00:00,2,4.9957,2.49785
0.1,2020-08-26 07:15:00+00:00,2,4.9432,2.4716
0.1,2020-08-26 07:20:00+00:00,2,3.6772,1.8386
0.1,2020-08-26 07:25:00+00:00,2,3.3405,1.67025
0.1,2020-08-26 07:30:00+00:00,2,3.1882,1.5941
0.1,2020-08-26 07:35:00+00:00,2,3.3744,1.6872
0.1,2020-08-26 07:40:00+00:00,2,5.5599,2.77995
0.1,2020-08-26 07:45:00+00:00,2,3.3793,1.68965
0.1,2020-08-26 07:50:00+00:00,2,3.4417,1.72085
0.1,2020-08-26 07:55:00+00:00,2,3.5169,1.75845
0.1,2020-08-26 08:00:00+00:00,2,5.219,2.6095
0.1,2020-08-26 08:05:00+00:00,2,3.697,1.8485
0.1,2020-08-26 08:10:00+00:00,2,3.2756,1.6378
0.1,2020-08-26 08:15:00+00:00,2,3.1945,1.59725
0.1,2020-08-26 08:20:00+00:00,2,4.7675,2.38375
0.1,2020-08-26 08:25:00+00:00,2,3.594,1.797
0.1,2020-08-26 08:30:00+00:00,2,3.1937,1.59685
0.1,2020-08-26 08:35:00+00:00,2,3.2733,1.63665
0.1,2020-08-26 08:40:00+00:00,2,3.469,1.7345
0.1,2020-08-26 08:45:00+00:00,2,5.3601,2.68005
0.1,2020-08-26 08:50:00+00:00,2,3.3516,1.6758
0.1,2020-08-26 08:55:00+00:00,2,3.167,1.5835
0.1,2020-08-26 09:00:00+00:00,2,3.7657,1.88285
0.1,2020-08-26 09:05:00+00:00,2,7.5042,3.7521
0.1,2020-08-26 09:10:00+00:00,2,3.4138,1.7069
0.1,2020-08-26 09:15:00+00:00,2,3.2135,1.60675
0.1,2020-08-26 09:20:00+00:00,2,4.7323,2.36615
0.1,2020-08-26 09:25:00+00:00,3,3.7119,1.2373
0.1,2020-08-26 09:30:00+00:00,2,3.4172,1.7086
0.1,2020-08-26 09:35:00+00:00,2,3.5154,1.7577
0.1,2020-08-26 09:40:00+00:00,2,3.244,1.622
0.1,2020-08-26 09:45:00+00:00,2,5.1989,2.59945
0.1,2020-08-26 09:50:00+00:00,2,3.3135,1.65675
0.1,2020-08-26 09:55:00+00:00,2,4.4493,2.22465
0.1,2020-08-26 10:00:00+00:00,2,3.2654,1.6327
0.1,2020-08-26 10:05:00+00:00,2,7.7037,3.85185
0.1,2020-08-26 10:10:00+00:00,2,6.3912,3.1956
0.1,2020-08-26 10:15:00+00:00,2,7.1915,3.59575
0.1,2020-08-26 10:20:00+00:00,2,6.8911,3.44555
0.1,2020-08-26 10:25:00+00:00,2,6.5349,3.26745
0.1,2020-08-26 10:30:00+00:00,2,6.9478,3.4739
0.1,2020-08-26 10:35:00+00:00,2,3.7114,1.8557
0.1,2020-08-26 10:40:00+00:00,3,3.5559,1.1853
0.1,2020-08-26 10:45:00+00:00,2,5.5051,2.75255
0.1,2020-08-26 10:50:00+00:00,2,6.0498,3.0249
0.1,2020-08-26 10:55:00+00:00,2,4.5343,2.26715
0.1,2020-08-26 11:00:00+00:00,2,8.0819,4.04095
0.1,2020-08-26 11:05:00+00:00,2,6.0952,3.0476
0.1,2020-08-26 11:10:00+00:00,2,6.0941,3.04705
0.1,2020-08-26 11:15:00+00:00,2,5.0453,2.52265
0.1,2020-08-26 11:20:00+00:00,2,4.4092,2.2046
0.1,2020-08-26 11:25:00+00:00,2,3.5899,1.79495
0.1,2020-08-26 11:30:00+00:00,2,6.3631,3.18155
0.1,2020-08-26 11:35:00+00:00,2,5.9439,2.97195
0.1,2020-08-26 11:40:00+00:00,3,3.4407,1.1469
0.1,2020-08-26 11:45:00+00:00,2,5.245,2.6225
0.1,2020-08-26 11:50:00+00:00,2,3.4682,1.7341
0.1,2020-08-26 11:55:00+00:00,2,3.3491,1.67455
0.1,2020-08-26 12:00:00+00:00,2,3.1485,1.57425
0.1,2020-08-26 12:05:00+00:00,2,5.5682,2.7841
0.1,2020-08-26 12:10:00+00:00,2,3.6081,1.80405
0.1,2020-08-26 12:15:00+00:00,2,3.3436,1.6718
0.1,2020-08-26 12:20:00+00:00,2,3.2603,1.63015
0.1,2020-08-26 12:25:00+00:00,3,5.139,1.713
0.1,2020-08-26 12:30:00+00:00,2,3.6539,1.82695
0.1,2020-08-26 12:35:00+00:00,2,3.3354,1.6677
0.1,2020-08-26 12:40:00+00:00,2,3.1394,1.5697
0.1,2020-08-26 12:45:00+00:00,2,3.1686,1.5843
0.1,2020-08-26 12:50:00+00:00,2,5.6717,2.83585
0.1,2020-08-26 12:55:00+00:00,2,3.2696,1.6348
0.1,2020-08-26 13:00:00+00:00,2,3.0996,1.5498
0.1,2020-08-26 13:05:00+00:00,2,4.7711,2.38555
0.1,2020-08-26 13:10:00+00:00,2,4.4217,2.21085
0.1,2020-08-26 13:15:00+00:00,2,3.4102,1.7051
0.1,2020-08-26 13:20:00+00:00,2,3.3203,1.66015
0.1,2020-08-26 13:25:00+00:00,2,6.0268,3.0134
0.1,2020-08-26 13:30:00+00:00,2,4.0811,2.04055
0.1,2020-08-26 13:35:00+00:00,2,3.2291,1.61455
0.1,2020-08-26 13:40:00+00:00,2,3.0831,1.54155
0.1,2020-08-26 13:45:00+00:00,2,5.9811,2.99055
0.1,2020-08-26 13:50:00+00:00,2,3.7467,1.87335
0.1,2020-08-26 13:55:00+00:00,2,3.1945,1.59725
0.1,2020-08-26 14:00:00+00:00,2,3.0846,1.5423
0.1,2020-08-26 14:05:00+00:00,2,3.8403,1.92015
0.1,2020-08-26 14:10:00+00:00,2,5.9528,2.9764
0.1,2020-08-26 14:15:00+00:00,2,3.342,1.671
0.1,2020-08-26 14:20:00+00:00,2,3.434,1.717
0.1,2020-08-26 14:25:00+00:00,2,3.4404,1.7202
0.1,2020-08-26 14:30:00+00:00,2,4.9282,2.4641
0.1,2020-08-26 14:35:00+00:00,3,3.3866,1.1288666666666667
0.1,2020-08-26 14:40:00+00:00,2,3.1428,1.5714
0.1,2020-08-26 14:45:00+00:00,2,3.257,1.6285
0.1,2020-08-26 14:50:00+00:00,2,5.8178,2.9089
0.1,2020-08-26 14:55:00+00:00,2,3.6737,1.83685
0.1,2020-08-26 15:00:00+00:00,2,3.1858,1.5929
0.1,2020-08-26 15:05:00+00:00,2,7.5974,3.7987
0.1,2020-08-26 15:10:00+00:00,2,5.3917,2.69585
0.1,2020-08-26 15:15:00+00:00,2,5.2128,2.6064
0.1,2020-08-26 15:20:00+00:00,2,3.2236,1.6118
0.1,2020-08-26 15:25:00+00:00,2,5.8685,2.93425
0.1,2020-08-26 15:30:00+00:00,2,3.6542,1.8271
0.1,2020-08-26 15:35:00+00:00,2,3.203,1.6015
0.1,2020-08-26 15:40:00+00:00,2,3.1451,1.57255
0.1,2020-08-26 15:45:00+00:00,2,5.9879,2.99395
0.1,2020-08-26 15:50:00+00:00,2,4.405,2.2025
0.1,2020-08-26 15:55:00+00:00,2,6.6703,3.33515
0.1,2020-08-26 16:00:00+00:00,2,5.9391,2.96955
0.1,2020-08-26 16:05:00+00:00,2,3.4145,1.70725
0.1,2020-08-26 16:10:00+00:00,2,3.1474,1.5737
0.1,2020-08-26 16:15:00+00:00,2,3.2259,1.61295
0.1,2020-08-26 16:20:00+00:00,2,4.915,2.4575
0.1,2020-08-26 16:25:00+00:00,2,3.473,1.7365
0.1,2020-08-26 16:30:00+00:00,2,4.683,2.3415
0.1,2020-08-26 16:35:00+00:00,2,6.6613,3.33065
0.1,2020-08-26 16:40:00+00:00,2,3.6861,1.84305
0.1,2020-08-26 16:45:00+00:00,2,3.2027,1.60135
0.1,2020-08-26 16:50:00+00:00,2,5.223,2.6115
0.1,2020-08-26 16:55:00+00:00,2,5.7616,2.8808
0.1,2020-08-26 17:00:00+00:00,2,3.3949,1.69745
0.1,2020-08-26 17:05:00+00:00,2,3.1757,1.58785
0.1,2020-08-26 17:10:00+00:00,2,3.2852,1.6426
0.1,2020-08-26 17:15:00+00:00,2,5.1716,2.5858
0.1,2020-08-26 17:20:00+00:00,2,5.5347,2.76735
0.1,2020-08-26 17:25:00+00:00,2,3.907,1.9535
0.1,2020-08-26 17:30:00+00:00,2,7.4145,3.70725
0.1,2020-08-26 17:35:00+00:00,2,3.6088,1.8044
0.1,2020-08-26 17:40:00+00:00,2,3.8057,1.90285
0.1,2020-08-26 17:45:00+00:00,2,4.8196,2.4098
0.1,2020-08-26 17:50:00+00:00,2,5.5798,2.7899
0.1,2020-08-26 17:55:00+00:00,2,3.8089,1.90445
0.1,2020-08-26 18:00:00+00:00,2,3.6492,1.8246
0.1,2020-08-26 18:05:00+00:00,2,7.0456,3.5228
0.1,2020-08-26 18:10:00+00:00,2,4.1936,2.0968
0.1,2020-08-26 18:15:00+00:00,2,3.5152,1.7576
0.1,2020-08-26 18:20:00+00:00,2,4.2625,2.13125
0.1,2020-08-26 18:25:00+00:00,2,9.8512,4.9256
0.1,2020-08-26 18:30:00+00:00,2,6.3807,3.19035
0.1,2020-08-26 18:35:00+00:00,2,6.6736,3.3368
0.1,2020-08-26 18:40:00+00:00,2,6.354,3.177
0.1,2020-08-26 18:45:00+00:00,2,6.0753,3.03765
0.1,2020-08-26 18:50:00+00:00,2,7.1025,3.55125
0.1,2020-08-26 18:55:00+00:00,2,6.8293,3.41465
0.1,2020-08-26 19:00:00+00:00,2,5.0362,2.5181
0.1,2020-08-26 19:05:00+00:00,2,3.4693,1.73465
0.1,2020-08-26 19:10:00+00:00,2,3.3604,1.6802
0.1,2020-08-26 19:15:00+00:00,2,3.2043,1.60215
0.1,2020-08-26 19:20:00+00:00,2,5.1864,2.5932
0.1,2020-08-26 19:25:00+00:00,2,3.5664,1.7832
0.1,2020-08-26 19:30:00+00:00,2,3.744,1.872
0.1,2020-08-26 19:35:00+00:00,2,3.3682,1.6841
0.1,2020-08-26 19:40:00+00:00,2,6.2647,3.13235
0.1,2020-08-26 19:45:00+00:00,2,4.9904,2.4952
0.1,2020-08-26 19:50:00+00:00,2,3.1886,1.5943
0.1,2020-08-26 19:55:00+00:00,2,3.3074,1.6537
0.1,2020-08-26 20:00:00+00:00,2,8.0108,4.0054
0.1,2020-08-26 20:05:00+00:00,2,6.8486,3.4243
0.1,2020-08-26 20:10:00+00:00,2,7.3544,3.6772
0.1,2020-08-26 20:15:00+00:00,2,3.8264,1.9132
0.1,2020-08-26 20:20:00+00:00,2,3.3059,1.65295
0.1,2020-08-26 20:25:00+00:00,2,3.207,1.6035
0.1,2020-08-26 20:30:00+00:00,2,5.3994,2.6997
0.1,2020-08-26 20:35:00+00:00,2,6.9308,3.4654
0.1,2020-08-26 20:40:00+00:00,2,7.3654,3.6827
0.1,2020-08-26 20:45:00+00:00,3,4.2677,1.4225666666666665
0.1,2020-08-26 20:50:00+00:00,3,6.7592,2.2530666666666668
0.1,2020-08-26 20:55:00+00:00,2,6.8746,3.4373
0.1,2020-08-26 21:00:00+00:00,2,5.2252,2.6126
0.1,2020-08-26 21:05:00+00:00,2,6.7965,3.39825
0.1,2020-08-26 21:10:00+00:00,2,7.7314,3.8657
0.1,2020-08-26 21:15:00+00:00,2,7.2781,3.63905
0.1,2020-08-26 21:20:00+00:00,2,6.1434,3.0717
0.1,2020-08-26 21:25:00+00:00,2,4.9624,2.4812
0.1,2020-08-26 21:30:00+00:00,2,6.8427,3.42135
0.1,2020-08-26 21:35:00+00:00,2,5.939,2.9695
0.1,2020-08-26 21:40:00+00:00,2,3.3821,1.69105
0.1,2020-08-26 21:45:00+00:00,2,3.4597,1.72985
0.1,2020-08-26 21:50:00+00:00,2,3.262,1.631
0.1,2020-08-26 21:55:00+00:00,2,8.5483,4.27415
0.1,2020-08-26 22:00:00+00:00,2,6.1799,3.08995
0.1,2020-08-26 22:05:00+00:00,2,5.5616,2.7808
0.1,2020-08-26 22:10:00+00:00,2,3.5918,1.7959
0.1,2020-08-26 22:15:00+00:00,2,3.2711,1.63555
0.1,2020-08-26 22:20:00+00:00,3,3.1487,1.0495666666666665
0.1,2020-08-26 22:25:00+00:00,3,5.109,1.703
0.1,2020-08-26 22:30:00+00:00,2,3.7314,1.8657
0.1,2020-08-26 22:35:00+00:00,2,3.3273,1.66365
0.1,2020-08-26 22:40:00+00:00,2,3.1244,1.5622
0.1,2020-08-26 22:45:00+00:00,2,3.6575,1.82875
0.1,2020-08-26 22:50:00+00:00,2,5.5898,2.7949
0.1,2020-08-26 22:55:00+00:00,3,3.3139,1.1046333333333334
0.1,2020-08-26 23:00:00+00:00,3,3.0694,1.0231333333333332
0.1,2020-08-26 23:05:00+00:00,3,3.5129,1.1709666666666667
0.1,2020-08-26 23:10:00+00:00,2,5.2452,2.6226
0.1,2020-08-26 23:15:00+00:00,2,3.5089,1.75445
0.1,2020-08-26 23:20:00+00:00,2,3.2369,1.61845
0.1,2020-08-26 23:25:00+00:00,2,3.4898,1.7449
0.1,2020-08-26 23:30:00+00:00,2,5.2847,2.64235
0.1,2020-08-26 23:35:00+00:00,2,4.0434,2.0217
0.1,2020-08-26 23:40:00+00:00,2,3.2881,1.64405
0.1,2020-08-26 23:45:00+00:00,2,3.4596,1.7298
0.1,2020-08-26 23:50:00+00:00,2,5.7419,2.87095
0.1,2020-08-26 23:55:00+00:00,3,7.4024,2.4674666666666667
0.1,2020-08-27 00:00:00+00:00,2,7.6817,3.84085
0.1,2020-08-27 00:05:00+00:00,2,7.6836,3.8418
0.1,2020-08-27 00:10:00+00:00,2,6.0513,3.02565
0.1,2020-08-27 00:15:00+00:00,2,7.7163,3.85815
0.1,2020-08-27 00:20:00+00:00,2,5.8192,2.9096
0.1,2020-08-27 00:25:00+00:00,2,5.409,2.7045
0.1,2020-08-27 00:30:00+00:00,2,3.6555,1.82775
0.1,2020-08-27 00:35:00+00:00,2,6.881,3.4405
0.1,2020-08-27 00:40:00+00:00,2,6.5089,3.25445
0.1,2020-08-27 00:45:00+00:00,2,3.888,1.944
0.1,2020-08-27 00:50:00+00:00,2,5.4175,2.70875
0.1,2020-08-27 00:55:00+00:00,2,5.5259,2.76295
0.1,2020-08-27 01:00:00+00:00,2,5.2971,2.64855
0.1,2020-08-27 01:05:00+00:00,2,4.7068,2.3534
0.1,2020-08-27 01:10:00+00:00,2,3.6238,1.8119
0.1,2020-08-27 01:15:00+00:00,2,5.3123,2.65615
0.1,2020-08-27 01:20:00+00:00,2,3.5241,1.76205
0.1,2020-08-27 01:25:00+00:00,2,4.7581,2.37905
0.1,2020-08-27 01:30:00+00:00,2,3.6351,1.81755
0.1,2020-08-27 01:35:00+00:00,2,5.6557,2.82785
0.1,2020-08-27 01:40:00+00:00,2,3.5745,1.78725
0.1,2020-08-27 01:45:00+00:00,2,4.983,2.4915
0.1,2020-08-27 01:50:00+00:00,2,7.2489,3.62445
0.1,2020-08-27 01:55:00+00:00,2,3.6154,1.8077
0.1,2020-08-27 02:00:00+00:00,2,3.3544,1.6772
0.1,2020-08-27 02:05:00+00:00,2,3.7986,1.8993
0.1,2020-08-27 02:10:00+00:00,2,5.9197,2.95985
0.1,2020-08-27 02:15:00+00:00,2,3.6678,1.8339
0.1,2020-08-27 02:20:00+00:00,2,3.2278,1.6139
0.1,2020-08-27 02:25:00+00:00,2,3.2754,1.6377
0.1,2020-08-27 02:30:00+00:00,2,6.2402,3.1201
0.1,2020-08-27 02:35:00+00:00,2,3.8627,1.93135
0.1,2020-08-27 02:40:00+00:00,2,3.2091,1.60455
0.1,2020-08-27 02:45:00+00:00,2,3.1808,1.5904
0.1,2020-08-27 02:50:00+00:00,2,7.0482,3.5241
0.1,2020-08-27 02:55:00+00:00,2,3.3917,1.69585
0.1,2020-08-27 03:00:00+00:00,2,3.257,1.6285
0.1,2020-08-27 03:05:00+00:00,2,4.7382,2.3691
0.1,2020-08-27 03:10:00+00:00,2,4.3159,2.15795
0.1,2020-08-27 03:15:00+00:00,3,3.9626,1.3208666666666666
0.1,2020-08-27 03:20:00+00:00,2,3.2358,1.6179
0.1,2020-08-27 03:25:00+00:00,2,3.1273,1.56365
0.1,2020-08-27 03:30:00+00:00,2,5.4584,2.7292
0.1,2020-08-27 03:35:00+00:00,2,3.4442,1.7221
0.1,2020-08-27 03:40:00+00:00,2,3.1725,1.58625
0.1,2020-08-27 03:45:00+00:00,2,3.1087,1.55435
0.1,2020-08-27 03:50:00+00:00,3,5.5809,1.8602999999999998
0.1,2020-08-27 03:55:00+00:00,2,3.9077,1.95385
0.1,2020-08-27 04:00:00+00:00,2,3.3513,1.67565
0.1,2020-08-27 04:05:00+00:00,2,3.2227,1.61135
0.1,2020-08-27 04:10:00+00:00,2,5.3058,2.6529
0.1,2020-08-27 04:15:00+00:00,2,5.9727,2.98635
0.1,2020-08-27 04:20:00+00:00,2,4.9848,2.4924
0.1,2020-08-27 04:25:00+00:00,2,5.6493,2.82465
0.1,2020-08-27 04:30:00+00:00,2,3.8649,1.93245
0.1,2020-08-27 04:35:00+00:00,2,3.1951,1.59755
0.1,2020-08-27 04:40:00+00:00,2,3.1564,1.5782
0.1,2020-08-27 04:45:00+00:00,2,4.9909,2.49545
0.1,2020-08-27 04:50:00+00:00,2,3.6761,1.83805
0.1,2020-08-27 04:55:00+00:00,2,3.2274,1.6137
0.1,2020-08-27 05:00:00+00:00,2,3.1461,1.57305
0.1,2020-08-27 05:05:00+00:00,2,3.14,1.57
0.1,2020-08-27 05:10:00+00:00,2,5.5194,2.7597
0.1,2020-08-27 05:15:00+00:00,2,3.4646,1.7323
0.1,2020-08-27 05:20:00+00:00,2,3.0732,1.5366
0.1,2020-08-27 05:25:00+00:00,2,3.2033,1.60165
0.1,2020-08-27 05:30:00+00:00,2,6.1911,3.09555
0.1,2020-08-27 05:35:00+00:00,2,3.5797,1.78985
0.1,2020-08-27 05:40:00+00:00,2,3.2645,1.63225
0.1,2020-08-27 05:45:00+00:00,2,3.2224,1.6112
0.1,2020-08-27 05:50:00+00:00,2,5.179,2.5895
0.1,2020-08-27 05:55:00+00:00,2,3.608,1.804
0.1,2020-08-27 06:00:00+00:00,2,3.3564,1.6782
0.1,2020-08-27 06:05:00+00:00,2,3.209,1.6045
0.1,2020-08-27 06:10:00+00:00,2,5.2476,2.6238
0.1,2020-08-27 06:15:00+00:00,2,3.5822,1.7911
0.1,2020-08-27 06:20:00+00:00,2,3.2902,1.6451
0.1,2020-08-27 06:25:00+00:00,2,4.2375,2.11875
0.1,2020-08-27 06:30:00+00:00,2,4.9534,2.4767
0.1,2020-08-27 06:35:00+00:00,2,3.6571,1.82855
0.1,2020-08-27 06:40:00+00:00,2,3.4031,1.70155
0.1,2020-08-27 06:45:00+00:00,2,3.5042,1.7521
0.1,2020-08-27 06:50:00+00:00,2,4.4912,2.2456
0.1,2020-08-27 06:55:00+00:00,2,4.0346,2.0173
0.1,2020-08-27 07:00:00+00:00,2,3.2588,1.6294
0.1,2020-08-27 07:05:00+00:00,2,3.4686,1.7343
0.1,2020-08-27 07:10:00+00:00,2,3.2615,1.63075
0.1,2020-08-27 07:15:00+00:00,2,5.0908,2.5454
0.1,2020-08-27 07:20:00+00:00,2,3.5114,1.7557
0.1,2020-08-27 07:25:00+00:00,2,3.165,1.5825
0.1,2020-08-27 07:30:00+00:00,2,4.5425,2.27125
0.1,2020-08-27 07:35:00+00:00,2,6.6007,3.30035
0.1,2020-08-27 07:40:00+00:00,2,3.2485,1.62425
0.1,2020-08-27 07:45:00+00:00,2,3.4201,1.71005
0.1,2020-08-27 07:50:00+00:00,2,3.5998,1.7999
0.1,2020-08-27 07:55:00+00:00,2,5.8726,2.9363
0.1,2020-08-27 08:00:00+00:00,2,3.4355,1.71775
0.1,2020-08-27 08:05:00+00:00,2,3.4826,1.7413
0.1,2020-08-27 08:10:00+00:00,2,3.2289,1.61445
0.1,2020-08-27 08:15:00+00:00,2,5.1406,2.5703
0.1,2020-08-27 08:20:00+00:00,2,3.4154,1.7077
0.1,2020-08-27 08:25:00+00:00,2,3.3557,1.67785
