threshold,window_start,gateway_windows,batch_latency_ms,latency_ms_per_gateway_window
0.1,2020-07-20 22:10:00+00:00,2,3.2025,1.60125
0.1,2020-07-20 22:15:00+00:00,2,7.1889,3.59445
0.1,2020-07-20 22:20:00+00:00,2,6.8591,3.42955
0.1,2020-07-20 22:25:00+00:00,2,7.7398,3.8699
0.1,2020-07-20 22:30:00+00:00,2,3.8388,1.9194
0.1,2020-07-20 22:35:00+00:00,2,3.2846,1.6423
0.1,2020-07-20 22:40:00+00:00,2,3.2299,1.61495
0.1,2020-07-20 22:45:00+00:00,2,6.8786,3.4393
0.1,2020-07-20 22:50:00+00:00,2,7.0749,3.53745
0.1,2020-07-20 22:55:00+00:00,3,5.0457,1.6819
0.1,2020-07-20 23:00:00+00:00,3,8.3758,2.791933333333333
0.1,2020-07-20 23:05:00+00:00,3,5.2253,1.7417666666666667
0.1,2020-07-20 23:10:00+00:00,3,6.388,2.1293333333333333
0.1,2020-07-20 23:15:00+00:00,3,3.7391,1.2463666666666666
0.1,2020-07-20 23:20:00+00:00,3,3.5888,1.1962666666666666
0.1,2020-07-20 23:25:00+00:00,3,3.5092,1.1697333333333333
0.1,2020-07-20 23:30:00+00:00,3,4.3736,1.4578666666666666
0.1,2020-07-20 23:35:00+00:00,3,7.9949,2.664966666666667
0.1,2020-07-20 23:40:00+00:00,3,15.3098,5.103266666666666
0.1,2020-07-20 23:45:00+00:00,3,7.1981,2.399366666666667
0.1,2020-07-20 23:50:00+00:00,3,12.3406,4.113533333333334
0.1,2020-07-20 23:55:00+00:00,2,8.3067,4.15335
0.1,2020-07-21 00:00:00+00:00,2,7.7027,3.85135
0.1,2020-07-21 00:05:00+00:00,3,7.5159,2.5053
0.1,2020-07-21 00:10:00+00:00,2,7.6816,3.8408
0.1,2020-07-21 00:15:00+00:00,2,6.9514,3.4757
0.1,2020-07-21 00:20:00+00:00,3,7.5463,2.515433333333333
0.1,2020-07-21 00:25:00+00:00,2,6.3009,3.15045
0.1,2020-07-21 00:30:00+00:00,2,7.7051,3.85255
0.1,2020-07-21 00:35:00+00:00,2,6.4302,3.2151
0.1,2020-07-21 00:40:00+00:00,2,8.1861,4.09305
0.1,2020-07-21 00:45:00+00:00,3,7.7138,2.571266666666667
0.1,2020-07-21 00:50:00+00:00,2,7.7763,3.88815
0.1,2020-07-21 00:55:00+00:00,2,4.7084,2.3542
0.1,2020-07-21 01:00:00+00:00,2,4.7929,2.39645
0.1,2020-07-21 01:05:00+00:00,2,9.2801,4.64005
0.1,2020-07-21 01:10:00+00:00,2,4.2059,2.10295
0.1,2020-07-21 01:15:00+00:00,2,4.9072,2.4536
0.1,2020-07-21 01:20:00+00:00,3,9.3213,3.1071000000000004
0.1,2020-07-21 01:25:00+00:00,3,7.6004,2.5334666666666665
0.1,2020-07-21 01:30:00+00:00,2,7.9082,3.9541
0.1,2020-07-21 01:35:00+00:00,2,5.1016,2.5508
0.1,2020-07-21 01:40:00+00:00,3,3.3014,1.1004666666666667
0.1,2020-07-21 01:45:00+00:00,3,7.6799,2.5599666666666665
0.1,2020-07-21 01:50:00+00:00,3,6.8521,2.2840333333333334
0.1,2020-07-21 01:55:00+00:00,3,8.1103,2.7034333333333334
0.1,2020-07-21 02:00:00+00:00,3,6.9297,2.3099000000000003
0.1,2020-07-21 02:05:00+00:00,2,6.4654,3.2327
0.1,2020-07-21 02:10:00+00:00,2,3.6024,1.8012
0.1,2020-07-21 02:15:00+00:00,3,3.8347,1.2782333333333333
0.1,2020-07-21 02:20:00+00:00,3,3.498,1.1660000000000001
0.1,2020-07-21 02:25:00+00:00,3,5.1522,1.7173999999999998
0.1,2020-07-21 02:30:00+00:00,2,3.8118,1.9059
0.1,2020-07-21 02:35:00+00:00,2,3.3746,1.6873
0.1,2020-07-21 02:40:00+00:00,3,5.4131,1.8043666666666667
0.1,2020-07-21 02:45:00+00:00,3,5.4948,1.8316
0.1,2020-07-21 02:50:00+00:00,3,3.6612,1.2204
0.1,2020-07-21 02:55:00+00:00,3,3.2372,1.0790666666666666
0.1,2020-07-21 03:00:00+00:00,3,8.5108,2.836933333333333
0.1,2020-07-21 03:05:00+00:00,3,4.4345,1.4781666666666666
0.1,2020-07-21 03:10:00+00:00,3,3.7613,1.2537666666666667
0.1,2020-07-21 03:15:00+00:00,3,7.8416,2.6138666666666666
0.1,2020-07-21 03:20:00+00:00,3,4.3355,1.4451666666666665
0.1,2020-07-21 03:25:00+00:00,3,3.3769,1.1256333333333333
0.1,2020-07-21 03:30:00+00:00,3,4.0453,1.3484333333333334
0.1,2020-07-21 03:35:00+00:00,2,5.9659,2.98295
0.1,2020-07-21 03:40:00+00:00,2,3.4412,1.7206
0.1,2020-07-21 03:45:00+00:00,2,3.2204,1.6102
0.1,2020-07-21 03:50:00+00:00,2,3.3836,1.6918
0.1,2020-07-21 03:55:00+00:00,3,5.0614,1.6871333333333334
0.1,2020-07-21 04:00:00+00:00,3,3.5066,1.1688666666666667
0.1,2020-07-21 04:05:00+00:00,3,3.3328,1.1109333333333333
0.1,2020-07-21 04:10:00+00:00,3,3.4515,1.1504999999999999
0.1,2020-07-21 04:15:00+00:00,3,6.8147,2.2715666666666667
0.1,2020-07-21 04:20:00+00:00,3,3.6335,1.2111666666666667
0.1,2020-07-21 04:25:00+00:00,2,3.603,1.8015
0.1,2020-07-21 04:30:00+00:00,2,3.3281,1.66405
0.1,2020-07-21 04:35:00+00:00,3,7.9326,2.6442
0.1,2020-07-21 04:40:00+00:00,3,6.7057,2.2352333333333334
0.1,2020-07-21 04:45:00+00:00,3,7.8223,2.6074333333333333
0.1,2020-07-21 04:50:00+00:00,3,6.7667,2.2555666666666667
0.1,2020-07-21 04:55:00+00:00,2,5.904,2.952
0.1,2020-07-21 05:00:00+00:00,2,7.3679,3.68395
0.1,2020-07-21 05:05:00+00:00,3,5.8224,1.9408
0.1,2020-07-21 05:10:00+00:00,3,6.3245,2.1081666666666665
0.1,2020-07-21 05:15:00+00:00,2,6.772,3.386
0.1,2020-07-21 05:20:00+00:00,2,4.2255,2.11275
0.1,2020-07-21 05:25:00+00:00,2,7.5911,3.79555
0.1,2020-07-21 05:30:00+00:00,3,6.1151,2.0383666666666667
0.1,2020-07-21 05:35:00+00:00,3,3.9516,1.3172
0.1,2020-07-21 05:40:00+00:00,3,5.3109,1.7703
0.1,2020-07-21 05:45:00+00:00,3,3.7558,1.2519333333333333
0.1,2020-07-21 05:50:00+00:00,3,3.9581,1.3193666666666666
0.1,2020-07-21 05:55:00+00:00,3,5.1446,1.7148666666666665
0.1,2020-07-21 06:00:00+00:00,2,7.1662,3.5831
0.1,2020-07-21 06:05:00+00:00,2,5.5844,2.7922
0.1,2020-07-21 06:10:00+00:00,2,8.1012,4.0506
0.1,2020-07-21 06:15:00+00:00,3,5.043,1.681
0.1,2020-07-21 06:20:00+00:00,3,5.3045,1.7681666666666667
0.1,2020-07-21 06:25:00+00:00,3,3.9032,1.3010666666666666
0.1,2020-07-21 06:30:00+00:00,3,4.6946,1.5648666666666669
0.1,2020-07-21 06:35:00+00:00,3,3.7627,1.2542333333333333
0.1,2020-07-21 06:40:00+00:00,3,6.0154,2.005133333333333
0.1,2020-07-21 06:45:00+00:00,3,3.9337,1.3112333333333333
0.1,2020-07-21 06:50:00+00:00,3,3.5039,1.1679666666666666
0.1,2020-07-21 06:55:00+00:00,3,3.24,1.08
0.1,2020-07-21 07:00:00+00:00,3,4.9612,1.6537333333333333
0.1,2020-07-21 07:05:00+00:00,2,7.1958,3.5979
0.1,2020-07-21 07:10:00+00:00,2,6.3613,3.18065
0.1,2020-07-21 07:15:00+00:00,2,6.4782,3.2391
0.1,2020-07-21 07:20:00+00:00,2,6.4281,3.21405
0.1,2020-07-21 07:25:00+00:00,2,6.7584,3.3792
0.1,2020-07-21 07:30:00+00:00,2,3.6359,1.81795
0.1,2020-07-21 07:35:00+00:00,2,3.3942,1.6971
0.1,2020-07-21 07:40:00+00:00,2,3.086,1.543
0.1,2020-07-21 07:45:00+00:00,2,5.0104,2.5052
0.1,2020-07-21 07:50:00+00:00,2,3.5877,1.79385
0.1,2020-07-21 07:55:00+00:00,2,3.3111,1.65555
0.1,2020-07-21 08:00:00+00:00,2,3.2324,1.6162
0.1,2020-07-21 08:05:00+00:00,2,4.5509,2.27545
0.1,2020-07-21 08:10:00+00:00,3,5.1629,1.7209666666666665
0.1,2020-07-21 08:15:00+00:00,3,6.512,2.1706666666666665
0.1,2020-07-21 08:20:00+00:00,3,6.3561,2.1187
0.1,2020-07-21 08:25:00+00:00,3,3.5541,1.1847
0.1,2020-07-21 08:30:00+00:00,3,3.2276,1.0758666666666665
0.1,2020-07-21 08:35:00+00:00,3,3.1801,1.0600333333333334
0.1,2020-07-21 08:40:00+00:00,3,4.5345,1.5115
0.1,2020-07-21 08:45:00+00:00,3,4.0013,1.3337666666666665
0.1,2020-07-21 08:50:00+00:00,3,3.296,1.0986666666666667
0.1,2020-07-21 08:55:00+00:00,3,3.1192,1.0397333333333334
0.1,2020-07-21 09:00:00+00:00,3,3.366,1.122
0.1,2020-07-21 09:05:00+00:00,3,5.7459,1.9153
0.1,2020-07-21 09:10:00+00:00,3,3.3835,1.1278333333333335
0.1,2020-07-21 09:15:00+00:00,3,3.1192,1.0397333333333334
0.1,2020-07-21 09:20:00+00:00,3,9.054,3.0180000000000002
0.1,2020-07-21 09:25:00+00:00,3,5.25,1.75
0.1,2020-07-21 09:30:00+00:00,3,4.9436,1.6478666666666666
0.1,2020-07-21 09:35:00+00:00,3,5.5805,1.8601666666666665
0.1,2020-07-21 09:40:00+00:00,3,3.8803,1.2934333333333334
0.1,2020-07-21 09:45:00+00:00,3,3.2787,1.0929
0.1,2020-07-21 09:50:00+00:00,3,3.4186,1.1395333333333333
0.1,2020-07-21 09:55:00+00:00,3,5.2266,1.7422000000000002
0.1,2020-07-21 10:00:00+00:00,3,3.816,1.272
0.1,2020-07-21 10:05:00+00:00,3,3.3371,1.1123666666666667
0.1,2020-07-21 10:10:00+00:00,3,3.0972,1.0324
0.1,2020-07-21 10:15:00+00:00,3,5.3834,1.7944666666666667
0.1,2020-07-21 10:20:00+00:00,3,3.591,1.197
0.1,2020-07-21 10:25:00+00:00,3,3.306,1.102
0.1,2020-07-21 10:30:00+00:00,3,3.1538,1.0512666666666666
0.1,2020-07-21 10:35:00+00:00,3,3.2507,1.0835666666666668
0.1,2020-07-21 10:40:00+00:00,3,6.2551,2.085033333333333
0.1,2020-07-21 10:45:00+00:00,3,3.3655,1.1218333333333332
0.1,2020-07-21 10:50:00+00:00,3,3.2152,1.0717333333333332
0.1,2020-07-21 10:55:00+00:00,3,3.1831,1.0610333333333333
0.1,2020-07-21 11:00:00+00:00,3,6.7445,2.2481666666666666
0.1,2020-07-21 11:05:00+00:00,3,3.4836,1.1612
0.1,2020-07-21 11:10:00+00:00,3,3.1804,1.0601333333333334
0.1,2020-07-21 11:15:00+00:00,3,3.0652,1.0217333333333334
0.1,2020-07-21 11:20:00+00:00,3,5.4139,1.8046333333333333
0.1,2020-07-21 11:25:00+00:00,3,3.443,1.1476666666666666
0.1,2020-07-21 11:30:00+00:00,3,3.2378,1.0792666666666666
0.1,2020-07-21 11:35:00+00:00,3,3.1701,1.0567
0.1,2020-07-21 11:40:00+00:00,3,5.255,1.7516666666666667
0.1,2020-07-21 11:45:00+00:00,3,3.7257,1.2419
0.1,2020-07-21 11:50:00+00:00,3,3.4596,1.1532
0.1,2020-07-21 11:55:00+00:00,3,3.1974,1.0658
0.1,2020-07-21 12:00:00+00:00,3,5.7184,1.9061333333333332
0.1,2020-07-21 12:05:00+00:00,3,5.4603,1.8201
0.1,2020-07-21 12:10:00+00:00,3,3.24,1.08
0.1,2020-07-21 12:15:00+00:00,3,3.4813,1.1604333333333334
0.1,2020-07-21 12:20:00+00:00,3,5.4862,1.8287333333333333
0.1,2020-07-21 12:25:00+00:00,3,5.205,1.735
0.1,2020-07-21 12:30:00+00:00,3,4.6703,1.5567666666666666
0.1,2020-07-21 12:35:00+00:00,3,5.102,1.7006666666666668
0.1,2020-07-21 12:40:00+00:00,3,3.6312,1.2104000000000001
0.1,2020-07-21 12:45:00+00:00,3,4.0668,1.3556
0.1,2020-07-21 12:50:00+00:00,3,3.5891,1.1963666666666668
0.1,2020-07-21 12:55:00+00:00,3,3.878,1.2926666666666666
0.1,2020-07-21 13:00:00+00:00,3,5.7912,1.9304
0.1,2020-07-21 13:05:00+00:00,3,4.2973,1.4324333333333332
0.1,2020-07-21 13:10:00+00:00,3,3.6037,1.2012333333333334
0.1,2020-07-21 13:15:00+00:00,3,9.0884,3.0294666666666665
0.1,2020-07-21 13:20:00+00:00,3,4.496,1.4986666666666668
0.1,2020-07-21 13:25:00+00:00,3,6.654,2.218
0.1,2020-07-21 13:30:00+00:00,3,4.2921,1.4306999999999999
0.1,2020-07-21 13:35:00+00:00,3,3.553,1.1843333333333332
0.1,2020-07-21 13:40:00+00:00,3,3.3741,1.1247
0.1,2020-07-21 13:45:00+00:00,3,5.1771,1.7257
0.1,2020-07-21 13:50:00+00:00,3,5.0145,1.6715
0.1,2020-07-21 13:55:00+00:00,3,5.9561,1.9853666666666667
0.1,2020-07-21 14:00:00+00:00,3,8.6989,2.8996333333333335
0.1,2020-07-21 14:05:00+00:00,3,6.7856,2.2618666666666667
0.1,2020-07-21 14:10:00+00:00,3,7.6581,2.5527
0.1,2020-07-21 14:15:00+00:00,3,4.3381,1.4460333333333333
0.1,2020-07-21 14:20:00+00:00,3,3.3764,1.1254666666666666
0.1,2020-07-21 14:25:00+00:00,3,5.8777,1.9592333333333334
0.1,2020-07-21 14:30:00+00:00,3,8.5099,2.8366333333333333
0.1,2020-07-21 14:35:00+00:00,3,6.7555,2.2518333333333334
0.1,2020-07-21 14:40:00+00:00,3,5.0372,1.6790666666666667
0.1,2020-07-21 14:45:00+00:00,3,5.5953,1.8651
0.1,2020-07-21 14:50:00+00:00,3,5.5042,1.8347333333333333
0.1,2020-07-21 14:55:00+00:00,3,9.6107,3.2035666666666667
0.1,2020-07-21 15:00:00+00:00,3,8.871,2.9570000000000003
0.1,2020-07-21 15:05:00+00:00,3,9.2929,3.097633333333333
0.1,2020-07-21 15:10:00+00:00,3,4.7756,1.5918666666666665
0.1,2020-07-21 15:15:00+00:00,3,9.1338,3.0446000000000004
0.1,2020-07-21 15:20:00+00:00,3,6.9755,2.3251666666666666
0.1,2020-07-21 15:25:00+00:00,3,8.653,2.8843333333333336
0.1,2020-07-21 15:30:00+00:00,3,8.3854,2.7951333333333337
0.1,2020-07-21 15:35:00+00:00,3,6.9534,2.3178
0.1,2020-07-21 15:40:00+00:00,3,9.1828,3.0609333333333333
0.1,2020-07-21 15:45:00+00:00,3,7.3955,2.4651666666666667
0.1,2020-07-21 15:50:00+00:00,3,7.9663,2.6554333333333333
0.1,2020-07-21 15:55:00+00:00,3,7.3413,2.4471000000000003
0.1,2020-07-21 16:00:00+00:00,3,4.1676,1.3892
0.1,2020-07-21 16:05:00+00:00,3,4.8097,1.6032333333333335
0.1,2020-07-21 16:10:00+00:00,3,7.6925,2.5641666666666665
0.1,2020-07-21 16:15:00+00:00,3,4.3214,1.4404666666666666
0.1,2020-07-21 16:20:00+00:00,3,5.3781,1.7927
0.1,2020-07-21 16:25:00+00:00,3,4.1847,1.3949
0.1,2020-07-21 16:30:00+00:00,3,3.6334,1.2111333333333334
0.1,2020-07-21 16:35:00+00:00,3,3.3824,1.1274666666666666
0.1,2020-07-21 16:40:00+00:00,3,5.5735,1.8578333333333334
0.1,2020-07-21 16:45:00+00:00,3,6.6681,2.2227
0.1,2020-07-21 16:50:00+00:00,3,3.7417,1.2472333333333332
0.1,2020-07-21 16:55:00+00:00,3,7.1287,2.3762333333333334
0.1,2020-07-21 17:00:00+00:00,3,3.897,1.299
0.1,2020-07-21 17:05:00+00:00,3,3.6862,1.2287333333333332
0.1,2020-07-21 17:10:00+00:00,3,7.8012,2.6004
0.1,2020-07-21 17:15:00+00:00,3,3.954,1.318
0.1,2020-07-21 17:20:00+00:00,3,3.6967,1.2322333333333333
0.1,2020-07-21 17:25:00+00:00,3,3.4834,1.1611333333333334
0.1,2020-07-21 17:30:00+00:00,3,5.3353,1.7784333333333333
0.1,2020-07-21 17:35:00+00:00,3,5.3071,1.7690333333333335
0.1,2020-07-21 17:40:00+00:00,3,3.4067,1.1355666666666666
0.1,2020-07-21 17:45:00+00:00,3,3.2531,1.0843666666666667
0.1,2020-07-21 17:50:00+00:00,3,5.8995,1.9665
0.1,2020-07-21 17:55:00+00:00,3,3.5299,1.1766333333333334
0.1,2020-07-21 18:00:00+00:00,3,3.2702,1.0900666666666667
0.1,2020-07-21 18:05:00+00:00,3,3.3621,1.1207
0.1,2020-07-21 18:10:00+00:00,3,8.7634,2.9211333333333336
0.1,2020-07-21 18:15:00+00:00,3,6.5717,2.1905666666666668
0.1,2020-07-21 18:20:00+00:00,3,5.7308,1.9102666666666668
0.1,2020-07-21 18:25:00+00:00,3,3.6557,1.2185666666666666
0.1,2020-07-21 18:30:00+00:00,3,3.221,1.0736666666666668
0.1,2020-07-21 18:35:00+00:00,3,3.213,1.071
0.1,2020-07-21 18:40:00+00:00,3,4.8134,1.6044666666666665
0.1,2020-07-21 18:45:00+00:00,3,3.6499,1.2166333333333335
0.1,2020-07-21 18:50:00+00:00,3,3.3373,1.1124333333333334
0.1,2020-07-21 18:55:00+00:00,3,3.2085,1.0695
0.1,2020-07-21 19:00:00+00:00,3,3.2614,1.0871333333333333
0.1,2020-07-21 19:05:00+00:00,3,5.1748,1.7249333333333334
0.1,2020-07-21 19:10:00+00:00,3,5.2367,1.7455666666666667
0.1,2020-07-21 19:15:00+00:00,3,5.2748,1.7582666666666666
0.1,2020-07-21 19:20:00+00:00,3,5.3131,1.7710333333333335
0.1,2020-07-21 19:25:00+00:00,2,3.5297,1.76485
0.1,2020-07-21 19:30:00+00:00,2,6.2593,3.12965
0.1,2020-07-21 19:35:00+00:00,3,6.0378,2.0126
0.1,2020-07-21 19:40:00+00:00,3,3.7953,1.2651000000000001
0.1,2020-07-21 19:45:00+00:00,3,3.4088,1.1362666666666665
0.1,2020-07-21 19:50:00+00:00,3,3.4706,1.1568666666666667
0.1,2020-07-21 19:55:00+00:00,3,5.2687,1.7562333333333333
0.1,2020-07-21 20:00:00+00:00,3,4.5537,1.5179
0.1,2020-07-21 20:05:00+00:00,3,4.8249,1.6083
0.1,2020-07-21 20:10:00+00:00,3,7.9933,2.664433333333333
0.1,2020-07-21 20:15:00+00:00,3,4.0637,1.3545666666666667
0.1,2020-07-21 20:20:00+00:00,3,3.4955,1.1651666666666667
0.1,2020-07-21 20:25:00+00:00,3,3.3926,1.1308666666666667
0.1,2020-07-21 20:30:00+00:00,3,5.4948,1.8316
0.1,2020-07-21 20:35:00+00:00,3,5.2087,1.7362333333333335
0.1,2020-07-21 20:40:00+00:00,3,7.7241,2.5747
0.1,2020-07-21 20:45:00+00:00,3,4.9571,1.6523666666666665
0.1,2020-07-21 20:50:00+00:00,3,3.3966,1.1321999999999999
0.1,2020-07-21 20:55:00+00:00,3,3.235,1.0783333333333334
0.1,2020-07-21 21:00:00+00:00,3,6.0587,2.0195666666666665
0.1,2020-07-21 21:05:00+00:00,3,3.7636,1.2545333333333333
0.1,2020-07-21 21:10:00+00:00,3,3.2318,1.0772666666666666
0.1,2020-07-21 21:15:00+00:00,3,3.1326,1.0442
0.1,2020-07-21 21:20:00+00:00,3,3.1881,1.0627
0.1,2020-07-21 21:25:00+00:00,3,6.6233,2.2077666666666667
0.1,2020-07-21 21:30:00+00:00,3,3.4871,1.1623666666666665
0.1,2020-07-21 21:35:00+00:00,3,3.1786,1.0595333333333332
0.1,2020-07-21 21:40:00+00:00,3,3.0922,1.0307333333333333
0.1,2020-07-21 21:45:00+00:00,3,5.3397,1.7798999999999998
0.1,2020-07-21 21:50:00+00:00,3,3.357,1.119
0.1,2020-07-21 21:55:00+00:00,3,3.1578,1.0526
0.1,2020-07-21 22:00:00+00:00,3,3.1971,1.0656999999999999
0.1,2020-07-21 22:05:00+00:00,3,6.3104,2.1034666666666664
0.1,2020-07-21 22:10:00+00:00,3,3.7384,1.2461333333333333
0.1,2020-07-21 22:15:00+00:00,3,3.5679,1.1893
0.1,2020-07-21 22:20:00+00:00,3,3.396,1.132
0.1,2020-07-21 22:25:00+00:00,3,5.0328,1.6776
0.1,2020-07-21 22:30:00+00:00,3,3.4252,1.1417333333333333
0.1,2020-07-21 22:35:00+00:00,3,3.3131,1.1043666666666667
0.1,2020-07-21 22:40:00+00:00,3,3.3874,1.1291333333333333
0.1,2020-07-21 22:45:00+00:00,3,5.5498,1.8499333333333334
0.1,2020-07-21 22:50:00+00:00,3,3.8991,1.2996999999999999
0.1,2020-07-21 22:55:00+00:00,3,3.4083,1.1361
0.1,2020-07-21 23:00:00+00:00,3,3.8486,1.2828666666666666
0.1,2020-07-21 23:05:00+00:00,3,4.9955,1.6651666666666667
0.1,2020-07-21 23:10:00+00:00,3,3.8279,1.2759666666666667
0.1,2020-07-21 23:15:00+00:00,3,3.6742,1.2247333333333332
0.1,2020-07-21 23:20:00+00:00,3,3.5308,1.1769333333333334
0.1,2020-07-21 23:25:00+00:00,3,5.1086,1.7028666666666668
0.1,2020-07-21 23:30:00+00:00,3,3.5976,1.1992
0.1,2020-07-21 23:35:00+00:00,3,3.3595,1.1198333333333335
0.1,2020-07-21 23:40:00+00:00,3,3.9164,1.3054666666666666
0.1,2020-07-21 23:45:00+00:00,3,4.1959,1.3986333333333334
0.1,2020-07-21 23:50:00+00:00,3,4.4592,1.4864
0.1,2020-07-21 23:55:00+00:00,3,3.4856,1.1618666666666666
0.1,2020-07-22 00:00:00+00:00,3,3.5183,1.1727666666666667
0.1,2020-07-22 00:05:00+00:00,3,4.2949,1.4316333333333333
0.1,2020-07-22 00:10:00+00:00,3,4.1316,1.3772
0.1,2020-07-22 00:15:00+00:00,3,3.8689,1.2896333333333334
0.1,2020-07-22 00:20:00+00:00,3,3.4857,1.1619
0.1,2020-07-22 00:25:00+00:00,3,3.2384,1.0794666666666666
0.1,2020-07-22 00:30:00+00:00,3,7.2535,2.4178333333333333
0.1,2020-07-22 00:35:00+00:00,3,5.5719,1.8573000000000002
0.1,2020-07-22 00:40:00+00:00,3,3.3442,1.1147333333333334
0.1,2020-07-22 00:45:00+00:00,3,5.1799,1.7266333333333332
0.1,2020-07-22 00:50:00+00:00,3,3.7893,1.2631
0.1,2020-07-22 00:55:00+00:00,3,3.4187,1.1395666666666666
0.1,2020-07-22 01:00:00+00:00,3,3.8125,1.2708333333333333
0.1,2020-07-22 01:05:00+00:00,3,7.4085,2.4695
0.1,2020-07-22 01:10:00+00:00,3,3.429,1.143
0.1,2020-07-22 01:15:00+00:00,3,3.3302,1.1100666666666668
0.1,2020-07-22 01:20:00+00:00,3,5.1599,1.7199666666666669
0.1,2020-07-22 01:25:00+00:00,3,3.8207,1.2735666666666667
0.1,2020-07-22 01:30:00+00:00,3,3.3927,1.1309
0.1,2020-07-22 01:35:00+00:00,3,3.1178,1.0392666666666666
0.1,2020-07-22 01:40:00+00:00,3,3.107,1.0356666666666667
0.1,2020-07-22 01:45:00+00:00,3,5.6127,1.8709
0.1,2020-07-22 01:50:00+00:00,3,3.488,1.1626666666666667
0.1,2020-07-22 01:55:00+00:00,3,3.1759,1.0586333333333333
0.1,2020-07-22 02:00:00+00:00,3,3.1324,1.0441333333333334
0.1,2020-07-22 02:05:00+00:00,3,5.4444,1.8148
0.1,2020-07-22 02:10:00+00:00,3,3.5839,1.1946333333333332
0.1,2020-07-22 02:15:00+00:00,3,3.709,1.2363333333333333
0.1,2020-07-22 02:20:00+00:00,3,3.267,1.089
0.1,2020-07-22 02:25:00+00:00,3,5.1973,1.7324333333333335
0.1,2020-07-22 02:30:00+00:00,3,3.5712,1.1904000000000001
0.1,2020-07-22 02:35:00+00:00,3,3.4462,1.1487333333333334
0.1,2020-07-22 02:40:00+00:00,3,3.1509,1.0503
0.1,2020-07-22 02:45:00+00:00,3,4.5758,1.5252666666666668
0.1,2020-07-22 02:50:00+00:00,3,4.0164,1.3388
0.1,2020-07-22 02:55:00+00:00,3,3.337,1.1123333333333334
0.1,2020-07-22 03:00:00+00:00,3,3.0841,1.0280333333333334
0.1,2020-07-22 03:05:00+00:00,3,3.1345,1.0448333333333333
0.1,2020-07-22 03:10:00+00:00,3,5.5159,1.8386333333333333
0.1,2020-07-22 03:15:00+00:00,3,3.5527,1.1842333333333335
0.1,2020-07-22 03:20:00+00:00,3,3.5685,1.1895
0.1,2020-07-22 03:25:00+00:00,3,3.6522,1.2174
0.1,2020-07-22 03:30:00+00:00,3,7.4361,2.4787
0.1,2020-07-22 03:35:00+00:00,3,6.6018,2.2006
0.1,2020-07-22 03:40:00+00:00,3,7.2385,2.4128333333333334
0.1,2020-07-22 03:45:00+00:00,3,6.8054,2.2684666666666664
0.1,2020-07-22 03:50:00+00:00,3,4.9871,1.6623666666666665
0.1,2020-07-22 03:55:00+00:00,3,7.3385,2.4461666666666666
0.1,2020-07-22 04:00:00+00:00,3,6.5444,2.1814666666666667
0.1,2020-07-22 04:05:00+00:00,3,7.2286,2.4095333333333335
0.1,2020-07-22 04:10:00+00:00,3,6.4886,2.1628666666666665
0.1,2020-07-22 04:15:00+00:00,3,6.8093,2.269766666666667
0.1,2020-07-22 04:20:00+00:00,3,6.7038,2.2346
0.1,2020-07-22 04:25:00+00:00,3,7.7518,2.5839333333333334
0.1,2020-07-22 04:30:00+00:00,3,7.3666,2.4555333333333333
0.1,2020-07-22 04:35:00+00:00,3,3.761,1.2536666666666667
0.1,2020-07-22 04:40:00+00:00,3,3.3365,1.1121666666666667
0.1,2020-07-22 04:45:00+00:00,3,5.0262,1.6754
0.1,2020-07-22 04:50:00+00:00,3,7.2384,2.4128000000000003
0.1,2020-07-22 04:55:00+00:00,3,6.9577,2.3192333333333335
0.1,2020-07-22 05:00:00+00:00,3,6.093,2.031
0.1,2020-07-22 05:05:00+00:00,3,6.5396,2.179866666666667
0.1,2020-07-22 05:10:00+00:00,3,6.58,2.1933333333333334
0.1,2020-07-22 05:15:00+00:00,3,3.6409,1.2136333333333333
0.1,2020-07-22 05:20:00+00:00,3,3.3583,1.1194333333333333
0.1,2020-07-22 05:25:00+00:00,3,3.2008,1.0669333333333333
0.1,2020-07-22 05:30:00+00:00,3,5.997,1.9989999999999999
0.1,2020-07-22 05:35:00+00:00,3,3.7207,1.2402333333333333
0.1,2020-07-22 05:40:00+00:00,3,6.4728,2.1576
0.1,2020-07-22 05:45:00+00:00,3,7.4603,2.4867666666666666
0.1,2020-07-22 05:50:00+00:00,3,3.6177,1.2059
0.1,2020-07-22 05:55:00+00:00,3,3.3031,1.1010333333333333
0.1,2020-07-22 06:00:00+00:00,3,3.3561,1.1187
0.1,2020-07-22 06:05:00+00:00,3,6.0429,2.0143
0.1,2020-07-22 06:10:00+00:00,3,3.7005,1.2335
0.1,2020-07-22 06:15:00+00:00,3,3.4451,1.1483666666666668
0.1,2020-07-22 06:20:00+00:00,3,3.5562,1.1854
0.1,2020-07-22 06:25:00+00:00,3,5.9298,1.9766000000000001
0.1,2020-07-22 06:30:00+00:00,3,3.7014,1.2338
0.1,2020-07-22 06:35:00+00:00,3,3.2358,1.0786
0.1,2020-07-22 06:40:00+00:00,3,3.6053,1.2017666666666666
0.1,2020-07-22 06:45:00+00:00,3,5.1704,1.7234666666666667
0.1,2020-07-22 06:50:00+00:00,3,3.5457,1.1819
0.1,2020-07-22 06:55:00+00:00,3,3.4408,1.1469333333333334
0.1,2020-07-22 07:00:00+00:00,3,3.6042,1.2014
