threshold,timestamp_batches,gateway_windows,mean_batch_latency_ms,p95_batch_latency_ms,p99_batch_latency_ms,max_batch_latency_ms,mean_latency_ms_per_window,p95_latency_ms_per_window
0.1,16277,35776,4.904450961479388,9.715,14.753999999999996,56.2663,2.260774685650509,4.216506666666664
0.2,16277,35776,4.28971651409965,6.999299999999995,9.053324,51.9938,2.0004811799881224,3.353409999999997
