split_type,threshold,method,strategy,bin,count,mean_predicted,observed_rate,min_predicted,max_predicted,abs_gap,weight,test_gateway
LOGO,0.1,uncalibrated,equal_frequency,6.0,518,0.041475589690032164,0.005791505791505791,0.038896904219548334,0.04418019748002865,0.03568408389852637,0.1,00000f0c210281c4
LOGO,0.1,uncalibrated,equal_frequency,7.0,518,0.04716854225682159,0.003861003861003861,0.0441830678670936,0.05072865182258799,0.04330753839581773,0.1,00000f0c210281c4
LOGO,0.1,uncalibrated,equal_frequency,8.0,518,0.05619399054492233,0.019305019305019305,0.05073674121600079,0.06349642164929924,0.03688897123990302,0.1,00000f0c210281c4
LOGO,0.1,uncalibrated,equal_frequency,9.0,518,0.0833469603603394,0.03667953667953668,0.06358645619061945,0.24624103171728762,0.04666742368080271,0.1,00000f0c210281c4
LOGO,0.1,sigmoid,equal_width,0.0,5180,0.0022867872025563772,0.008108108108108109,0.001737448209667533,0.01028849380440107,0.005821320905551731,1.0,00000f0c210281c4
LOGO,0.1,sigmoid,equal_frequency,0.0,518,0.0018813491848949607,0.0,0.001737448209667533,0.0019337564790721184,0.0018813491848949607,0.1,00000f0c210281c4
LOGO,0.1,sigmoid,equal_frequency,1.0,518,0.0019688703928431935,0.0019305019305019305,0.001933957165082534,0.002002254374453056,3.836846234126293e-05,0.1,00000f0c210281c4
LOGO,0.1,sigmoid,equal_frequency,2.0,518,0.002034479527634684,0.0019305019305019305,0.0020022955157070863,0.002065307485257291,0.00010397759713275329,0.1,00000f0c210281c4
LOGO,0.1,sigmoid,equal_frequency,3.0,518,0.0020984625022997315,0.003861003861003861,0.0020653784834465195,0.002129297900489931,0.0017625413587041296,0.1,00000f0c210281c4
LOGO,0.1,sigmoid,equal_frequency,4.0,518,0.0021643944812473,0.003861003861003861,0.0021293082338310135,0.0021980432983095487,0.0016966093797565612,0.1,00000f0c210281c4
