split_type,threshold,method,strategy,bin,count,mean_predicted,observed_rate,min_predicted,max_predicted,abs_gap,weight,test_gateway
LOGO,0.1,uncalibrated,equal_width,1.0,721,0.14271362194760068,0.21359223300970873,0.10001633905417723,0.19966831196040447,0.07087861106210805,0.17658584374234632,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,2.0,333,0.24837738185374297,0.30930930930930933,0.20039633164798037,0.29992634236904214,0.06093192745556636,0.08155767817781043,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,3.0,244,0.3457116033066259,0.4057377049180328,0.30010262031308504,0.3996847639357948,0.06002610161140687,0.0597599804065638,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,4.0,176,0.4479041097788489,0.48863636363636365,0.4018912147794126,0.49988429784846705,0.04073225385751472,0.04310555963752143,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,5.0,138,0.5490654796161473,0.5289855072463768,0.5007430978887158,0.5991791577254221,0.020079972369770438,0.03379867744305658,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,6.0,81,0.6477044184808847,0.5308641975308642,0.6006243833591709,0.6989287631794419,0.11684022095002045,0.019838354151359296,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,7.0,54,0.7475375620823355,0.7222222222222222,0.7011429394862612,0.798643849843747,0.02531533986011325,0.01322556943423953,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,8.0,73,0.8617514948072235,0.7534246575342466,0.8006265698343237,0.89990623072804,0.10832683727297687,0.017879010531471957,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,9.0,92,0.9436210031753898,0.6847826086956522,0.9077556536077698,0.9995954028679512,0.25883839447973755,0.022532451628704386,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,0.0,409,0.00586526645002296,0.022004889975550123,0.00023628345619992373,0.010659404155393341,0.016139623525527162,0.10017144256674014,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,1.0,408,0.01641027679183182,0.0392156862745098,0.01066184690607744,0.02207042166779855,0.022805409482677983,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,2.0,408,0.03003212453229448,0.06862745098039216,0.02215575319097197,0.03893397099482785,0.03859532644809768,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,3.0,408,0.04807939396618236,0.09558823529411764,0.03895158824079173,0.058747911026352614,0.04750884132793528,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,4.0,409,0.07244346348296614,0.1295843520782396,0.05876910974132871,0.08711604028938366,0.057140888595273456,0.10017144256674014,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,5.0,408,0.10775731451654112,0.2034313725490196,0.08725519560088281,0.13035177141120569,0.09567405803247848,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,6.0,408,0.1577420504894417,0.20833333333333334,0.1306088337554507,0.19161682839448863,0.05059128284389164,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,7.0,408,0.24986512376809933,0.3112745098039216,0.19166755773632194,0.31223615731470755,0.061409386035822244,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,8.0,408,0.4052517801568617,0.44607843137254904,0.31256828534916764,0.5190613553852675,0.04082665121568735,0.09992652461425422,00800000a0001793
LOGO,0.1,uncalibrated,equal_frequency,9.0,409,0.7422137213987502,0.6405867970660146,0.5204830141527236,0.9995954028679512,0.10162692433273557,0.10017144256674014,00800000a0001793
LOGO,0.1,sigmoid,equal_width,0.0,3775,0.00806320105288854,0.1796026490066225,0.0013916243337660382,0.09968091700848883,0.17153944795373396,0.9245652706343375,00800000a0001793
LOGO,0.1,sigmoid,equal_width,1.0,92,0.141825650197666,0.5543478260869565,0.10053342673415053,0.19926782155995296,0.4125221758892905,0.022532451628704386,00800000a0001793
LOGO,0.1,sigmoid,equal_width,2.0,39,0.245554557255409,0.6923076923076923,0.20172218075587614,0.2999107985465188,0.4467531350522833,0.009551800146950772,00800000a0001793
LOGO,0.1,sigmoid,equal_width,3.0,29,0.3470796851956256,0.7586206896551724,0.3039981902267084,0.3997021678493416,0.4115410044595468,0.007102620622091599,00800000a0001793
LOGO,0.1,sigmoid,equal_width,4.0,43,0.45869497738510673,0.7674418604651163,0.40514089070450204,0.49724460801758763,0.3087468830800096,0.010531471956894441,00800000a0001793
LOGO,0.1,sigmoid,equal_width,5.0,65,0.5541662619796914,0.7538461538461538,0.5024348061632046,0.5979299403359697,0.1996798918664624,0.01591966691158462,00800000a0001793
LOGO,0.1,sigmoid,equal_width,6.0,40,0.6314483817665837,0.6,0.6004654985670507,0.6894591197379257,0.03144838176658371,0.00979671809943669,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,0.0,409,0.0014508663074780162,0.022004889975550123,0.0013916243337660382,0.0015027013684391895,0.020554023668072106,0.10017144256674014,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,1.0,408,0.0015682196657378323,0.0392156862745098,0.0015027284113676045,0.0016344809857036927,0.03764746660877197,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,2.0,408,0.0017342674755747131,0.06862745098039216,0.001635508685606263,0.0018506401571024896,0.06689318350481745,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,3.0,408,0.0019812482822602917,0.09558823529411764,0.0018508802806497392,0.0021413399286353755,0.09360698701185735,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,4.0,409,0.002372877970046211,0.1295843520782396,0.0021416741614584045,0.002638576049652598,0.1272114741081934,0.10017144256674014,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,5.0,408,0.003083803736364279,0.2034313725490196,0.002641279353472011,0.0036264376278382937,0.20034756881265534,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,6.0,408,0.004470916069872069,0.20833333333333334,0.0036332972611089233,0.005687137236058263,0.20386241726346127,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,7.0,408,0.009005311931828687,0.3112745098039216,0.005689254170676226,0.0137361889523421,0.3022691978720929,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,8.0,408,0.029415534325778616,0.44607843137254904,0.013769426852607418,0.060205928354434134,0.41666289704677045,0.09992652461425422,00800000a0001793
LOGO,0.1,sigmoid,equal_frequency,9.0,409,0.29744108143521547,0.6405867970660146,0.06080217028672169,0.6894591197379257,0.34314571563079915,0.10017144256674014,00800000a0001793
LOGO,0.1,isotonic,equal_width,0.0,3785,0.007581009838379627,0.18124174372523116,0.0,0.09090909090909091,0.17366073388685155,0.9270144501591967,00800000a0001793
LOGO,0.1,isotonic,equal_width,1.0,96,0.16640307710231125,0.5416666666666666,0.13547123991308546,0.1962864721485411,0.37526358956435535,0.02351212343864805,00800000a0001793
LOGO,0.1,isotonic,equal_width,2.0,44,0.2547595259436909,0.7272727272727273,0.2215909090909091,0.2857142857142857,0.4725132013290364,0.010776389909380358,00800000a0001793
LOGO,0.1,isotonic,equal_width,3.0,25,0.3767240507908776,0.72,0.3007518796992481,0.4,0.34327594920912236,0.00612294881214793,00800000a0001793
LOGO,0.1,isotonic,equal_width,4.0,58,0.4571284023442273,0.7241379310344828,0.4027777777777778,0.48148148148148145,0.26700952869025546,0.014205241244183198,00800000a0001793
LOGO,0.1,isotonic,equal_width,5.0,10,0.5585858585858586,0.9,0.5555555555555556,0.5606060606060607,0.3414141414141414,0.0024491795248591723,00800000a0001793
LOGO,0.1,isotonic,equal_width,6.0,2,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666663,0.0004898359049718344,00800000a0001793
LOGO,0.1,isotonic,equal_width,7.0,60,0.7366022089304531,0.7333333333333333,0.7175572519083969,0.7857142857142857,0.003268875597119858,0.014695077149155033,00800000a0001793
LOGO,0.1,isotonic,equal_width,9.0,3,1.0,0.0,1.0,1.0,1.0,0.0007347538574577516,00800000a0001793
LOGO,0.1,isotonic,equal_frequency,0.0,3093,0.0007434642365732073,0.12479793081150986,0.0,0.005581395348837209,0.12405446657493666,0.7575312270389419,00800000a0001793
LOGO,0.1,isotonic,equal_frequency,1.0,175,0.011647254575707155,0.30857142857142855,0.011647254575707155,0.011647254575707155,0.2969241739957214,0.04286064168503551,00800000a0001793
LOGO,0.1,isotonic,equal_frequency,2.0,428,0.03862267392967608,0.4532710280373832,0.018518518518518517,0.08387096774193549,0.41464835410770706,0.10482488366397257,00800000a0001793
LOGO,0.1,isotonic,equal_frequency,3.0,387,0.3231441885426262,0.6459948320413437,0.08689248895434462,1.0,0.32285064349871745,0.09478324761204997,00800000a0001793
LOGO,0.1,uncalibrated,equal_width,0.0,321,0.05245062966121834,0.006230529595015576,0.001567162535012824,0.09980755940868312,0.046220100066202766,0.09556415599880917,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,1.0,314,0.1493817339663742,0.03503184713375796,0.10007655286574324,0.19997252523887873,0.11434988683261624,0.09348020244120274,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,2.0,281,0.251054050839111,0.05338078291814947,0.20018651231845383,0.29992296716309635,0.19767326792096152,0.08365584995534385,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,3.0,262,0.3503649708764991,0.1183206106870229,0.30005572284549975,0.39999477334515576,0.2320443601894762,0.07799940458469783,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,4.0,252,0.45029129831948556,0.0992063492063492,0.40012467233404897,0.4998604446877308,0.35108494911313637,0.0750223280738315,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,5.0,242,0.5509288989293996,0.128099173553719,0.5002485950870208,0.5998389626681169,0.42282972537568053,0.07204525156296517,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,6.0,282,0.6544332202570715,0.18439716312056736,0.6001832294473585,0.6998166901005406,0.47003605713650415,0.08395355760643049,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,7.0,309,0.7508051168897297,0.255663430420712,0.7001260186233077,0.7998303088714226,0.49514168646901774,0.09199166418576958,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,8.0,398,0.8517926804457622,0.3341708542713568,0.8000404755746009,0.8998883854978528,0.5176218261744054,0.1184876451324799,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,9.0,698,0.9563566004381094,0.5916905444126075,0.900721841328043,0.999842181833342,0.36466605602550195,0.20779994045846978,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,0.0,336,0.054680439366784614,0.005952380952380952,0.001567162535012824,0.10508397926916177,0.04872805841440366,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,1.0,336,0.1576700027567487,0.044642857142857144,0.10530232502520162,0.21340110506575008,0.11302714561389154,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,2.0,336,0.27462908664246316,0.05357142857142857,0.2139353650272914,0.3359283918103597,0.22105765807103459,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,3.0,336,0.4000623955747467,0.12202380952380952,0.3364196210115736,0.4665629435921411,0.2780385860509372,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,4.0,336,0.5346763435009427,0.11607142857142858,0.4667584235477007,0.6036786284121579,0.4186049149295141,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,5.0,335,0.6659681400931311,0.1880597014925373,0.6043512153111013,0.7203881184494245,0.4779084386005938,0.09973206311402202,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,6.0,336,0.773923316869639,0.2619047619047619,0.7206699136532657,0.8226703359382218,0.512018554964877,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,7.0,336,0.8663042582483352,0.35714285714285715,0.822732557729445,0.9046101751974731,0.5091614011054781,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,8.0,336,0.9345345129322069,0.5238095238095238,0.9047539403954248,0.9622066850190625,0.41072498912268307,0.10002977076510866,00800000a0001794
LOGO,0.1,uncalibrated,equal_frequency,9.0,336,0.9823367398908298,0.6845238095238095,0.9623258985149342,0.999842181833342,0.2978129303670203,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_width,0.0,1649,0.021609885668357087,0.06791995148574893,0.001446243321281995,0.09987451230579338,0.046310065817391846,0.4909199166418577,00800000a0001794
LOGO,0.1,sigmoid,equal_width,1.0,310,0.14874327976279758,0.1774193548387097,0.10003400584906721,0.199470734073287,0.028676075075912105,0.0922893718368562,00800000a0001794
LOGO,0.1,sigmoid,equal_width,2.0,229,0.24836078563264524,0.2445414847161572,0.20027659850624135,0.29866207595069666,0.00381930091648805,0.06817505209883894,00800000a0001794
LOGO,0.1,sigmoid,equal_width,3.0,215,0.35228659580248256,0.2744186046511628,0.3001528798844546,0.39917708045287814,0.07786799115131976,0.06400714498362609,00800000a0001794
LOGO,0.1,sigmoid,equal_width,4.0,208,0.4519092358255418,0.3557692307692308,0.4000008355201069,0.4993499895788665,0.09614000505631104,0.061923191426019646,00800000a0001794
LOGO,0.1,sigmoid,equal_width,5.0,309,0.5516135905475655,0.4563106796116505,0.5007642369867215,0.5994847733378998,0.09530291093591503,0.09199166418576958,00800000a0001794
LOGO,0.1,sigmoid,equal_width,6.0,439,0.6509459465979536,0.6719817767653758,0.6001854116161321,0.690487029264937,0.021035830167422276,0.13069365882703185,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,0.0,336,0.0021826972798702706,0.005952380952380952,0.001446243321281995,0.0030907694788030616,0.0037696836725106815,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,1.0,336,0.0046617104963243665,0.044642857142857144,0.00309571991767649,0.006828171322343674,0.03998114664653278,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,2.0,336,0.011024314643635768,0.05357142857142857,0.006854861609008938,0.01664312481389783,0.0425471139277928,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,3.0,336,0.02736312254307668,0.12202380952380952,0.01670233804876167,0.04235076881973273,0.09466068698073284,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,4.0,336,0.07037306155203792,0.11607142857142858,0.04240909800328635,0.10809365735593615,0.04569836701939066,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,5.0,335,0.16344220977612745,0.1880597014925373,0.10857134025893603,0.2223081197614632,0.024617491716409867,0.09973206311402202,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,6.0,336,0.2996237187985546,0.2619047619047619,0.22266652677174867,0.37748323968902636,0.03771895689379268,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,7.0,336,0.455643276745854,0.35714285714285715,0.3775907489286128,0.5255306802322913,0.09850041960299682,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,8.0,336,0.5795856110699077,0.5238095238095238,0.5257942395897911,0.6284762069232562,0.055776087260383855,0.10002977076510866,00800000a0001794
LOGO,0.1,sigmoid,equal_frequency,9.0,336,0.6620996506011165,0.6845238095238095,0.6286808429942593,0.690487029264937,0.022424158922693005,0.10002977076510866,00800000a0001794
LOGO,0.1,isotonic,equal_width,0.0,1676,0.025089872722550907,0.06861575178997613,0.0,0.09728506787330317,0.04352587906742522,0.4989580232211968,00800000a0001794
LOGO,0.1,isotonic,equal_width,1.0,339,0.1725210531920111,0.18584070796460178,0.1111111111111111,0.19961612284069097,0.013319654772590672,0.10092289371836856,00800000a0001794
LOGO,0.1,isotonic,equal_width,2.0,309,0.2565790957571982,0.2621359223300971,0.20689655172413793,0.2983606557377049,0.00555682657289891,0.09199166418576958,00800000a0001794
LOGO,0.1,isotonic,equal_width,3.0,142,0.3860816901271134,0.352112676056338,0.3132643909302788,0.3980891719745223,0.033969014070775405,0.042274486454301874,00800000a0001794
LOGO,0.1,isotonic,equal_width,4.0,310,0.4539457413766663,0.3709677419354839,0.41975308641975306,0.5,0.08297799944118245,0.0922893718368562,00800000a0001794
LOGO,0.1,isotonic,equal_width,5.0,16,0.5275862068965518,0.4375,0.5172413793103449,0.6,0.09008620689655178,0.004763322417386127,00800000a0001794
LOGO,0.1,isotonic,equal_width,6.0,172,0.6833109060784783,0.5232558139534884,0.6347829023847954,0.697560975609756,0.16005509212498992,0.051205715986900865,00800000a0001794
LOGO,0.1,isotonic,equal_width,7.0,171,0.750130794742001,0.631578947368421,0.7055209810960585,0.7647058823529411,0.11855184737357993,0.05090800833581423,00800000a0001794
LOGO,0.1,isotonic,equal_width,8.0,78,0.8093872469650614,0.6794871794871795,0.8064516129032258,0.8954852696989313,0.12990006747788185,0.02322119678475737,00800000a0001794
LOGO,0.1,isotonic,equal_width,9.0,146,0.9987064540062763,0.7534246575342466,0.9146215707392423,1.0,0.24528179647202975,0.04346531705864841,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,0.0,802,0.0016236613298863621,0.028678304239401497,0.0,0.0045351473922902496,0.027054642909515134,0.2387615361714796,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,1.0,227,0.018168167231018103,0.06607929515418502,0.01466275659824047,0.02107728337236534,0.047911127923166916,0.06757963679666568,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,2.0,320,0.029153032902643712,0.11875,0.021449678355041434,0.0440251572327044,0.08959696709735629,0.09526644834772253,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,3.0,448,0.09876453914198205,0.13169642857142858,0.04549743115393942,0.14057971014492754,0.032931889429446526,0.13337302768681156,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,4.0,218,0.1905203179019411,0.19724770642201836,0.17708333333333334,0.19961612284069097,0.00672738852007726,0.06490026793688598,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,5.0,377,0.2775807476416703,0.26525198938992045,0.20689655172413793,0.3821138211382114,0.012328758251749838,0.1122357844596606,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,6.0,321,0.43362865836922787,0.37694704049844235,0.3980891719745223,0.4657534246575342,0.05668161787078552,0.09556415599880917,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,7.0,317,0.6464860650663266,0.5236593059936908,0.46697921635908884,0.7272727272727273,0.12282675907263574,0.09437332539446264,00800000a0001794
LOGO,0.1,isotonic,equal_frequency,8.0,329,0.8791412315965043,0.6899696048632219,0.7647058823529411,1.0,0.18917162673328236,0.09794581720750223,00800000a0001794
LOGO,0.1,uncalibrated,equal_width,0.0,39,0.05107005384902641,0.02564102564102564,1.6495057115281653e-07,0.09805002684956032,0.02542902820800077,0.11818181818181818,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,1.0,24,0.15021198197631355,0.0,0.10105427905021694,0.19280526505463322,0.15021198197631355,0.07272727272727272,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,2.0,42,0.24628606727644564,0.07142857142857142,0.20178074807186633,0.2992824880375944,0.17485749584787422,0.12727272727272726,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,3.0,39,0.3462280602524743,0.07692307692307693,0.303261385633642,0.396637794399479,0.2693049833293974,0.11818181818181818,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,4.0,29,0.4389478035623648,0.13793103448275862,0.4029670187729215,0.4965397141549751,0.3010167690796062,0.08787878787878788,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,5.0,17,0.5607668748070448,0.23529411764705882,0.5008202356074679,0.5913859419048494,0.32547275715998597,0.051515151515151514,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,6.0,29,0.6480508998006892,0.13793103448275862,0.6025671925723757,0.6974943043586016,0.5101198653179306,0.08787878787878788,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,7.0,26,0.743441404189945,0.3076923076923077,0.7008473781289776,0.7937743490725683,0.43574909649763727,0.07878787878787878,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,8.0,36,0.8513730804342187,0.3333333333333333,0.8004490706364112,0.8996168239933044,0.5180397471008853,0.10909090909090909,00800000a0001914
LOGO,0.1,uncalibrated,equal_width,9.0,49,0.9574809019775373,0.5510204081632653,0.9004308664748008,0.9999340576021721,0.4064604938142721,0.1484848484848485,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,0.0,33,0.04327805838591998,0.030303030303030304,1.6495057115281653e-07,0.08846670138836242,0.012975028082889674,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,1.0,33,0.14472646620451754,0.0,0.08930141872719678,0.20359453926343654,0.14472646620451754,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,2.0,33,0.24328246325955286,0.06060606060606061,0.20855806130214022,0.27765795647258656,0.18267640265349225,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,3.0,33,0.324242110350927,0.09090909090909091,0.2780476211488165,0.35442532107812563,0.23333301944183607,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,4.0,33,0.4077887419234199,0.15151515151515152,0.3592582666743938,0.4527524925763469,0.25627359040826836,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,5.0,33,0.5517695817124123,0.18181818181818182,0.4546311631308184,0.6254290086164691,0.3699513998942305,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,6.0,33,0.6819363150438112,0.18181818181818182,0.6289257548740392,0.7324067274575463,0.5001181332256295,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,7.0,33,0.800103688546195,0.24242424242424243,0.73406836857476,0.8575436097833816,0.5576794461219525,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,8.0,33,0.9003842288513342,0.45454545454545453,0.861384560291063,0.930668854652201,0.44583877430587965,0.1,00800000a0001914
LOGO,0.1,uncalibrated,equal_frequency,9.0,33,0.9750701552285426,0.6060606060606061,0.9477099306103026,0.9999340576021721,0.3690095491679365,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_width,0.0,184,0.018186033096718558,0.07065217391304347,0.0015208007753323425,0.0990109571335322,0.05246614081632492,0.5575757575757576,00800000a0001914
LOGO,0.1,sigmoid,equal_width,1.0,33,0.14416520129424948,0.18181818181818182,0.1022232340364371,0.19306552251721476,0.037652980523932345,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_width,2.0,18,0.23783011288860922,0.3333333333333333,0.20128249493838,0.28288838589286813,0.09550322044472409,0.05454545454545454,00800000a0001914
LOGO,0.1,sigmoid,equal_width,3.0,18,0.34352209835025427,0.16666666666666666,0.30104220525152536,0.39210191903020497,0.1768554316835876,0.05454545454545454,00800000a0001914
LOGO,0.1,sigmoid,equal_width,4.0,18,0.4467370259667255,0.3888888888888889,0.400702486943642,0.4920179371064084,0.05784813707783659,0.05454545454545454,00800000a0001914
LOGO,0.1,sigmoid,equal_width,5.0,26,0.5564920267500197,0.4230769230769231,0.5041733371927868,0.5955700417143388,0.13341510367309667,0.07878787878787878,00800000a0001914
LOGO,0.1,sigmoid,equal_width,6.0,28,0.6639609940191082,0.6071428571428571,0.625487924788825,0.6994191312717106,0.056818136876251146,0.08484848484848485,00800000a0001914
LOGO,0.1,sigmoid,equal_width,7.0,5,0.7102155612530374,0.6,0.7087889053871907,0.7106703513540532,0.11021556125303744,0.015151515151515152,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,0.0,33,0.0021360782582661494,0.030303030303030304,0.0015208007753323425,0.002919057205865292,0.028166952044764153,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,1.0,33,0.004583817433602928,0.0,0.0029370567221296924,0.006805317000636471,0.004583817433602928,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,2.0,33,0.009191856564540796,0.06060606060606061,0.0070576443330725835,0.011702506515259125,0.05141420404151981,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,3.0,33,0.016636924817901848,0.09090909090909091,0.011735840316736983,0.020448861482522025,0.07427216609118906,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,4.0,33,0.03057680798492125,0.15151515151515152,0.02117626732353855,0.04137154266093065,0.12093834353023027,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,5.0,33,0.08707050935755636,0.18181818181818182,0.041925383611033006,0.1338312931304622,0.09474767246062546,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,6.0,33,0.1925512143891874,0.18181818181818182,0.13685363373977744,0.254008072741165,0.01073303257100558,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,7.0,33,0.3615654429280384,0.24242424242424243,0.25634068905398394,0.46180657702813344,0.11914120050379595,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,8.0,33,0.5404776724389413,0.45454545454545453,0.46886480412453546,0.5955700417143388,0.08593221789348676,0.1,00800000a0001914
LOGO,0.1,sigmoid,equal_frequency,9.0,33,0.6709692617818249,0.6060606060606061,0.625487924788825,0.7106703513540532,0.06490865572121884,0.1,00800000a0001914
LOGO,0.1,isotonic,equal_width,0.0,186,0.01984893110989059,0.06989247311827956,0.0,0.09749303621169916,0.05004354200838897,0.5636363636363636,00800000a0001914
LOGO,0.1,isotonic,equal_width,1.0,41,0.17123998905717183,0.1951219512195122,0.1370056497175141,0.1977401129943503,0.02388196216234037,0.12424242424242424,00800000a0001914
LOGO,0.1,isotonic,equal_width,2.0,18,0.26100287864313504,0.3333333333333333,0.23812178347332855,0.2925764192139738,0.07233045469019828,0.05454545454545454,00800000a0001914
LOGO,0.1,isotonic,equal_width,3.0,17,0.3786244975180022,0.23529411764705882,0.3592814371257485,0.38917525773195877,0.14333037987094338,0.051515151515151514,00800000a0001914
LOGO,0.1,isotonic,equal_width,4.0,21,0.462578590260136,0.42857142857142855,0.4253164556962025,0.49122807017543857,0.03400716168870743,0.06363636363636363,00800000a0001914
LOGO,0.1,isotonic,equal_width,5.0,2,0.5217391304347825,0.5,0.5217391304347825,0.5217391304347825,0.021739130434782483,0.006060606060606061,00800000a0001914
LOGO,0.1,isotonic,equal_width,6.0,12,0.6783121597096189,0.4166666666666667,0.6724137931034483,0.6842105263157896,0.2616454930429522,0.03636363636363636,00800000a0001914
LOGO,0.1,isotonic,equal_width,7.0,22,0.7585913962443439,0.5454545454545454,0.7068965517241379,0.7936507936507936,0.2131368507897985,0.06666666666666667,00800000a0001914
LOGO,0.1,isotonic,equal_width,9.0,11,1.0,0.7272727272727273,1.0,1.0,0.2727272727272727,0.03333333333333333,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,0.0,93,0.0019281974051565327,0.03225806451612903,0.0,0.0044943820224719105,0.0303298671109725,0.2818181818181818,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,1.0,13,0.013671875,0.07692307692307693,0.013671875,0.013671875,0.06325120192307693,0.03939393939393939,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,2.0,39,0.023940205504840842,0.07692307692307693,0.019801980198019802,0.024413145539906103,0.052982871418236085,0.11818181818181818,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,3.0,22,0.03596464626874619,0.18181818181818182,0.028735632183908046,0.047619047619047616,0.14585353554943564,0.06666666666666667,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,4.0,34,0.10779526370357631,0.20588235294117646,0.0641025641025641,0.1370056497175141,0.09808708923760015,0.10303030303030303,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,5.0,40,0.21263439022824696,0.2,0.18337408312958436,0.2545155993431856,0.012634390228246944,0.12121212121212122,00800000a0001914
LOGO,0.1,isotonic,equal_frequency,6.0,30,0.38076318570332485,0.3,0.2807017543859649,0.4253164556962025,0.08076318570332486,0.09090909090909091,00800000a0001914
