threshold,method,valid_gateway_count,prevalence_mean,mean_predicted_mean,brier_score_mean,brier_score_sd,ece_mean,ece_sd,brier_skill_mean
0.1,isotonic,7,0.1667368150938857,0.1551227321182867,0.13468972270807378,0.09910438691906262,0.11201112025584566,0.10479423503804645,-0.033845130291067296
0.1,sigmoid,7,0.1667368150938857,0.1275671590236686,0.1230751875594613,0.0814397561388566,0.09160625688360323,0.07857336747676301,0.019683277666509885
0.1,uncalibrated,7,0.1667368150938857,0.3303639337521503,0.17433082040327216,0.15192654549843312,0.1779507923234653,0.18427184869981747,-0.24908716296237973
0.2,isotonic,4,0.08956345219260801,0.10335730110520251,0.07796885002812795,0.022343412734959055,0.06042375618575971,0.00409364233175937,0.010512979990163956
0.2,sigmoid,4,0.08956345219260801,0.07333763816312672,0.07020608668947971,0.024755587878624787,0.04193642559933514,0.01694175373674949,0.12110621289849896
0.2,uncalibrated,4,0.08956345219260801,0.400294375780357,0.24058474041646047,0.12251822879112817,0.31119737420507027,0.1845154491891183,-2.108380844143854
