split_type,threshold,model,strategy,bin,count,mean_predicted,observed_rate,min_predicted,max_predicted,abs_gap,weight
Time,0.2,RandomForest,equal_frequency,8,3577,0.45606008617156985,0.032988537880905784,0.3793836197193876,0.5435201391479285,0.42307154829066407,0.099983228980322
Time,0.2,RandomForest,equal_frequency,9,3578,0.680095161176277,0.15008384572386807,0.5435870562891755,0.9044481338784196,0.5300113154524089,0.10001118067978533
Time,0.2,XGBoost,equal_width,0,24485,0.013913266360759735,0.0008168266285480906,0.0006666543777100742,0.09993024170398712,0.013096439732211645,0.6843973613595706
Time,0.2,XGBoost,equal_width,1,2086,0.144975483417511,0.011505273250239693,0.1000043973326683,0.19998686015605927,0.13347021016727129,0.05830724508050089
Time,0.2,XGBoost,equal_width,2,1442,0.24683041870594025,0.013869625520110958,0.20002198219299316,0.2999958395957947,0.2329607931858293,0.040306350626118065
Time,0.2,XGBoost,equal_width,3,1349,0.3493192791938782,0.014084507042253521,0.3001498878002167,0.39978083968162537,0.33523477215162467,0.037706842576028625
Time,0.2,XGBoost,equal_width,4,1354,0.4493763744831085,0.025110782865583457,0.40000832080841064,0.49996256828308105,0.4242655916175251,0.03784660107334526
Time,0.2,XGBoost,equal_width,5,1161,0.547606348991394,0.04220499569336779,0.5000905990600586,0.5999152064323425,0.5054013532980263,0.03245192307692308
Time,0.2,XGBoost,equal_width,6,1019,0.6507057547569275,0.06575073601570167,0.6001094579696655,0.6998131275177002,0.5849550187412258,0.02848278175313059
Time,0.2,XGBoost,equal_width,7,1156,0.7523441910743713,0.08217993079584775,0.7000442147254944,0.7999365329742432,0.6701642602785236,0.03231216457960644
Time,0.2,XGBoost,equal_width,8,1135,0.8487105965614319,0.16916299559471365,0.8000720143318176,0.8997488617897034,0.6795476009667183,0.03172517889087657
Time,0.2,XGBoost,equal_width,9,589,0.9295398592948914,0.38030560271646857,0.9002470374107361,0.9812557101249695,0.5492342565784227,0.01646355098389982
Time,0.2,XGBoost,equal_frequency,0,3608,0.000994904083199799,0.0,0.0006666543777100742,0.0010858223540708423,0.000994904083199799,0.10084973166368515
Time,0.2,XGBoost,equal_frequency,1,3605,0.001181399798952043,0.0,0.0010861424962058663,0.0014596371911466122,0.001181399798952043,0.10076587656529518
Time,0.2,XGBoost,equal_frequency,2,3523,0.0019705023150891066,0.0,0.0014604838797822595,0.002493425039574504,0.0019705023150891066,0.09847383720930232
Time,0.2,XGBoost,equal_frequency,3,3575,0.0035189115442335606,0.0,0.0024940287694334984,0.004738041665405035,0.0035189115442335606,0.09992732558139535
Time,0.2,XGBoost,equal_frequency,4,3577,0.008028676733374596,0.0002795638803466592,0.004738468676805496,0.013341614976525307,0.007749112853027936,0.099983228980322
Time,0.2,XGBoost,equal_frequency,5,3578,0.02461981028318405,0.0008384572386808273,0.01334309671074152,0.04034483805298805,0.023781353044503226,0.10001118067978533
Time,0.2,XGBoost,equal_frequency,6,3577,0.07200212776660919,0.005311713726586525,0.040369048714637756,0.1210026741027832,0.06669041404002267,0.099983228980322
Time,0.2,XGBoost,equal_frequency,7,3578,0.2215564101934433,0.013974287311347122,0.12106465548276901,0.344381719827652,0.20758212288209618,0.10001118067978533
