Accuracy,BalancedAcc,Precision,Recall,F1,ROC_AUC,PR_AUC,PositiveRate,PositiveCount,NegativeCount,valid_binary_test,threshold,train_samples,test_samples,feature_count,window,split_type,total_samples,overall_event_rate,test_event_rate,date_count,valid_gateway_count
0.950343011277956,0.9111738374397504,0.44704008494823466,0.8684889118102115,0.5902558710129688,0.9795888844197793,0.6403476647891319,0.04118259244313234,1939,45144,1,0.1,199061,47083,33,1min,time_based,246144,0.07547614404576183,0.04118259244313234,187,
0.9440987192829684,0.9290663769097012,0.24852767962308597,0.9134199134199135,0.3907407407407407,0.9798792129106912,0.4836089758876599,0.01962491769853238,924,46159,1,0.2,199061,47083,33,1min,time_based,246144,0.014934347373894956,0.01962491769853238,187,
0.7773647137745975,0.8444885498456015,0.2960664415442183,0.9279176201372997,0.44890334186674047,0.9230768515052787,0.5618127648351733,0.09771914132379249,3496,32280,1,0.1,74372,35776,33,5min,time_based,110148,0.09682427279660094,0.09771914132379249,187,
0.8708631484794276,0.9033594236727833,0.13058353925109295,0.937244201909959,0.22922922922922923,0.9591771465802743,0.3597130119926038,0.020488595706618963,733,35043,1,0.2,74372,35776,33,5min,time_based,110148,0.026945564150052656,0.020488595706618963,187,
0.8010282268031045,0.834455268549184,0.26195065535851964,0.8739549839228296,0.4030846804093134,0.9145637089517313,0.478949106345608,0.07686984032824164,1555,18674,1,0.1,39156,20229,33,10min,time_based,59385,0.07183632230361202,0.07686984032824164,187,
0.918285629541747,0.9103774313306685,0.12854847348687734,0.9022556390977443,0.2250351617440225,0.9583027473005511,0.2873139459038529,0.013149438924316576,266,19963,1,0.2,39156,20229,33,10min,time_based,59385,0.01399343268502147,0.013149438924316576,187,
0.8138176638176638,0.81705643390426,0.20819987187700192,0.8207070707070707,0.3321410321921308,0.8921562965097839,0.3333261401067962,0.05641025641025641,792,13248,1,0.1,27990,14040,33,15min,time_based,42030,0.055270045205805376,0.05641025641025641,187,
0.8836894586894587,0.7963381465949442,0.03772455089820359,0.7078651685393258,0.07163160886867538,0.8823023439179986,0.040917785441940566,0.006339031339031339,89,13951,1,0.2,27990,14040,33,15min,time_based,42030,0.008422555317630264,0.006339031339031339,187,
